,index,Adj Close
0,MMM,190.47238731384277
1,ABT,69.3777997970581
2,ABBV,83.58034687042236
3,ABMD,321.8352508544922
4,ACN,147.80997695922852
5,ATVI,46.92182836532593
6,ADBE,235.05224990844727
7,AMD,19.8127498626709
8,AAP,161.07373046875
9,AES,14.990992879867553
10,AMG,100.90239315032959
11,AFL,44.845561027526855
12,A,69.1781084060669
13,APD,155.73408203125
14,AKAM,63.853499794006346
15,ALK,62.38743772506714
16,ALB,78.92648372650146
17,ARE,118.54046211242675
18,ALXN,110.5160005569458
19,ALGN,210.42074966430664
20,ALLE,82.73617973327637
21,AGN,145.38849601745605
22,ADS,166.8574420928955
23,LNT,42.683082580566406
24,ALL,82.48223857879638
25,GOOGL,1065.361752319336
26,GOOG,1055.713493347168
27,MO,47.78862791061401
28,AMZN,1601.7525024414062
29,AMCR,9.201369452476502
30,AEE,66.1719425201416
31,AAL,33.11588315963745
32,AEP,75.1328369140625
33,AXP,99.22152862548828
34,AIG,39.7522910118103
35,AMT,161.25515899658203
36,AWK,91.79351749420167
37,AMP,111.69638423919677
38,ABC,77.36386337280274
39,AME,69.48948745727539
40,AMGN,191.26225166320802
41,APH,81.6884708404541
42,APC,47.00156211853027
43,ADI,87.468257522583
44,ANSS,152.1870018005371
45,ANTM,264.926834487915
46,AON,149.73564949035645
47,AOS,44.4414381980896
48,APA,29.711517333984375
49,AIV,45.08341207504272
50,AAPL,157.677681350708
51,AMAT,33.86395101547241
52,APTV,67.1118182182312
53,ADM,42.462227535247806
54,ARNC,18.846932649612427
55,ANET,216.27250061035156
56,AJG,72.5456350326538
57,AIZ,90.57162551879883
58,ATO,93.51613063812256
59,T,28.804282999038698
60,ADSK,134.04750137329103
61,ADP,132.29656715393065
62,AZO,841.6732498168946
63,AVB,177.9411937713623
64,AVY,91.56639976501465
65,BHGE,21.94426007270813
66,BLL,47.579197788238524
67,BAC,25.904342079162596
68,BK,48.34437704086304
69,BAX,66.54620876312256
70,BBT,45.54966411590576
71,BDX,229.3288158416748
72,BRK.B,
73,BBY,55.33266954421997
74,BIIB,318.66150131225584
75,BLK,389.54162139892577
76,HRB,25.27410497665405
77,BA,334.40838928222655
78,BKNG,1752.7500030517579
79,BWA,36.783957958221436
80,BXP,118.14601650238038
81,BSX,35.71699981689453
82,BMY,49.01466579437256
83,AVGO,244.63519592285155
84,BR,97.40268211364746
85,CHRW,84.25130424499511
86,COG,24.111480903625488
87,CDNS,44.16424980163574
88,CPB,34.90307641029358
89,COF,78.85085983276367
90,CPRI,39.91649971008301
91,CAH,47.19749927520752
92,KMX,62.04774990081787
93,CCL,52.58202066421509
94,CAT,125.6636531829834
95,CBOE,96.6054473876953
96,CBRE,41.716000175476076
97,CBS,47.28762416839599
98,CE,91.05861110687256
99,CELG,76.87099981307983
100,CNC,61.82375020980835
101,CNP,28.394181728363037
102,CTL,15.309520173072816
103,CERN,53.45246334075928
104,CF,41.986938285827634
105,SCHW,42.978860759735106
106,CHTR,298.46500091552736
107,CVX,109.719700050354
108,CMG,476.06349792480466
109,CB,127.75538692474365
110,CHD,65.43284273147583
111,CI,196.1013500213623
112,XEC,69.43189477920532
113,CINF,76.90224990844726
114,CTAS,174.21900024414063
115,CSCO,43.895198059082034
116,C,56.78520269393921
117,CFG,31.68293151855469
118,CTXS,104.44090595245362
119,CLX,152.691748046875
120,CME,182.1446918487549
121,CMS,50.078628826141355
122,KO,47.060099029541014
123,CTSH,65.513467502594
124,CL,60.89102649688721
125,CMCSA,35.35787220001221
126,CMA,72.2048246383667
127,CAG,23.806214618682862
128,CXO,115.19430999755859
129,COP,63.68791837692261
130,ED,76.73858432769775
131,STZ,168.80792388916015
132,COO,258.3934020996094
133,CPRT,48.74000015258789
134,GLW,30.150319004058836
135,CTVA,
136,COST,209.49088249206542
137,COTY,7.049241173267364
138,CCI,108.48142108917236
139,CSX,64.57608480453491
140,CMI,136.3037603378296
141,CVS,66.8370231628418
142,DHI,36.27154359817505
143,DHR,102.92826900482177
144,DRI,102.32634601593017
145,DVA,55.6832498550415
146,DE,150.97978439331055
147,DAL,49.91872472763062
148,XRAY,38.408362007141115
149,DVN,25.371836042404176
150,FANG,98.85202560424804
151,DLR,105.85616531372071
152,DFS,62.17348833084107
153,DISCA,26.96499991416931
154,DISCK,25.082749938964845
155,DISH,28.84574990272522
156,DG,108.50134239196777
157,DLTR,90.81600017547608
158,D,70.30264225006104
159,DOV,76.01528606414794
160,DOW,
161,DTE,111.88996562957763
162,DUK,85.02254390716553
163,DRE,27.061804008483886
164,DD,76.90301742553712
165,DXC,58.02463607788086
166,ETFC,45.87308149337768
167,EMN,73.827068901062
168,ETN,68.89834041595459
169,EBAY,29.720722246170045
170,ECL,149.77825050354005
171,EIX,55.66529321670532
172,EW,157.600500869751
173,EA,84.7
174,EMR,60.428644847869876
175,ETR,85.11281147003174
176,EOG,95.9579195022583
177,EFX,97.21318473815919
178,EQIX,366.63081817626954
179,EQR,67.39765558242797
180,ESS,250.67380409240724
181,EL,130.3313112258911
182,EVRG,56.60708847045898
183,ES,65.80175304412842
184,RE,214.0123603820801
185,EXC,45.20657196044922
186,EXPE,115.48515739440919
187,EXPD,68.27864637374878
188,EXR,91.3083688735962
189,XOM,70.77889785766601
190,FFIV,162.142000579834
191,FB,141.4984992980957
192,FAST,27.097613620758057
193,FRT,123.1131742477417
194,FDX,174.64601783752443
195,FIS,102.67199249267578
196,FITB,24.66236424446106
197,FE,37.50526008605957
198,FRC,89.93459892272949
199,FISV,75.92299976348878
200,FLT,187.96975173950196
201,FLIR,43.89838199615478
202,FLS,40.93377656936646
203,FMC,66.71066808700562
204,FL,52.82781591415405
205,F,8.054624998569489
206,FTNT,71.76024990081787
207,FTV,69.48882474899293
208,FBHS,40.60184011459351
209,FOXA,48.300473594665526
210,FOX,48.01624603271485
211,BEN,30.053259420394898
212,FCX,10.903312015533448
213,GPS,25.131454277038575
214,GRMN,64.32263498306274
215,IT,132.7084997177124
216,GD,161.767240524292
217,GE,7.739920496940613
218,GIS,39.431255626678464
219,GM,35.05839581489563
220,GPC,95.50251445770263
221,GILD,65.56196250915528
222,GPN,106.38402500152588
223,GS,178.9986083984375
224,GWW,283.95466766357424
225,HAL,28.99566330909729
226,HBI,13.617245411872863
227,HOG,35.05823850631714
228,HIG,43.35589408874512
229,HAS,83.85548324584961
230,HCA,129.03315868377686
231,HCP,28.371699237823485
232,HP,52.14442863464355
233,HSIC,62.248039150238036
234,HSY,105.35622863769531
235,HES,48.534264183044435
236,HPE,13.966897892951966
237,HLT,71.3073070526123
238,HFC,52.79652729034424
239,HOLX,42.003249931335446
240,HD,171.76986808776854
241,HON,135.55238456726073
242,HRL,42.417005920410155
243,HST,16.965939927101136
244,HPQ,21.08157925605774
245,HUM,292.01869812011716
246,HBAN,12.42343566417694
247,HII,194.647794342041
248,IDXX,193.7082492828369
249,INFO,49.77124996185303
250,ITW,127.68575496673584
251,ILMN,305.4264991760254
252,IR,93.78091182708741
253,INTC,46.784613609313965
254,ICE,74.82563858032226
255,IBM,118.27489414215088
256,INCY,70.22674970626831
257,IP,42.599009323120114
258,IPG,21.457580709457396
259,IFF,133.57660903930665
260,INTU,202.72247200012208
261,ISRG,497.59525299072266
262,IVZ,17.17261846065521
263,IPGP,123.23125
264,IQV,119.71599941253662
265,IRM,31.539636087417602
266,JKHY,128.56448345184327
267,JEC,59.81577110290527
268,JBHT,97.26253242492676
269,JEF,18.58661780357361
270,SJM,98.41616497039794
271,JNJ,130.46387310028075
272,JCI,31.29168767929077
273,JPM,99.0494192123413
274,JNPR,27.14644150733948
275,KSU,99.43401489257812
276,K,57.53968105316162
277,KEY,15.559831547737122
278,KEYS,64.07400045394897
279,KMB,111.38626880645752
280,KIM,15.32299587726593
281,KMI,16.260458374023436
282,KLAC,91.57448978424073
283,KSS,64.30811080932617
284,KHC,45.11409502029419
285,KR,28.148929500579833
286,LB,27.520592975616456
287,LHX,
