,index,Adj Close
0,MMM,135.00628066644435
1,ABT,39.76910949334866
2,ABBV,48.930890711342414
3,ABMD,85.61585365853658
4,ACN,97.06189039276867
5,ATVI,36.22620996614782
6,ADBE,90.86658477783203
7,AMD,2.3978048592078975
8,AAP,148.9654686160204
9,AES,7.907445302823695
10,AMG,147.04408952666492
11,AFL,27.38592412995129
12,A,38.33444483687238
13,APD,105.76626679955459
14,AKAM,50.49024395826386
15,ALK,72.43855936934308
16,ALB,48.924668754019386
17,ARE,77.50469896270008
18,ALXN,174.63170642387576
19,ALGN,63.89829216933832
20,ALLE,61.26363382106874
21,AGN,291.79789250071457
22,ADS,256.49221466808785
23,LNT,27.65709937491068
24,ALL,56.982737936624666
25,GOOGL,755.106342594798
26,GOOG,738.2736607993521
27,MO,49.73401939578173
28,AMZN,637.6570762076029
29,AMCR,8.1159867077339
30,AEE,38.68790668394507
31,AAL,40.276962559397624
32,AEP,50.91414912154035
33,AXP,62.020716411311454
34,AIG,54.681687796988136
35,AMT,88.64859883378192
36,AWK,55.639677559457176
37,AMP,92.63930288175257
38,ABC,92.42969531547732
39,AME,50.138560690530916
40,AMGN,142.14054721739234
41,APH,49.12262930521151
42,APC,43.01097539576089
43,ADI,50.31805419921875
44,ANSS,89.43317115597608
45,ANTM,129.37759901837606
46,AON,86.91783290956079
47,AOS,34.483534510542704
48,APA,38.16743152897532
49,AIV,34.52150484410728
50,AAPL,99.31911096340272
51,AMAT,17.00289072641512
52,APTV,62.84624229989401
53,ADM,31.217271851330267
54,ARNC,18.42554736718899
55,ANET,69.99999962783441
56,AJG,36.41063252890982
57,AIZ,74.25251342029107
58,ATO,58.23867890892959
59,T,28.127635490603563
60,ADSK,57.37000051358851
61,ADP,76.71445576737567
62,AZO,743.888046636814
63,AVB,159.44722803627573
64,AVY,57.69138810692764
65,BHGE,29.332697612483326
66,BLL,33.9211995194598
67,BAC,15.069169044494629
68,BK,36.947996744295445
69,BAX,35.43788398184427
70,BBT,32.30363631829983
71,BDX,141.97760084198742
72,BRK.B,
73,BBY,26.33483779721144
74,BIIB,285.0165866758765
75,BLK,297.15654922113185
76,HRB,29.316392572914683
77,BA,124.32189234291634
78,BKNG,1212.7638951743522
79,BWA,36.12804496579054
80,BXP,112.2978573310666
81,BSX,18.099512193261123
82,BMY,60.12107318785132
83,AVGO,125.2089302249071
84,BR,49.65866712244546
85,CHRW,58.105421578011864
86,COG,16.73303334305926
87,CDNS,20.42707322283489
88,CPB,47.55486446473657
89,COF,64.61979424081197
90,CPRI,39.66048784953792
91,CAH,75.7488187464272
92,KMX,51.72243918442145
93,CCL,46.274655504924496
94,CAT,57.64971914523986
95,CBOE,62.355783229920924
96,CBRE,32.693902364591274
97,CBS,45.012475176555355
98,CE,60.54114681336938
99,CELG,110.48341425453744
100,CNC,30.93365850681212
101,CNP,15.030397833847418
102,CTL,17.6394923140363
103,CERN,58.74348840480897
104,CF,32.9611333521401
105,SCHW,29.372028676474965
106,CHTR,177.58341458948647
107,CVX,75.68682824111566
108,CMG,493.00195238066885
109,CB,105.1379478268507
110,CHD,39.06337272830126
111,CI,140.13075628513243
112,XEC,90.635044004859
113,CINF,52.33096443734518
114,CTAS,85.13566663788586
115,CSCO,22.975899812651843
116,C,46.0323714279547
117,CFG,22.780736830176377
118,CTXS,57.499418770394676
119,CLX,116.42337668814311
120,CME,78.71174044725372
121,CMS,32.43427988378013
122,KO,37.93056692728182
123,CTSH,58.66954375476372
124,CL,59.921885420636436
125,CMCSA,26.43308955867116
126,CMA,37.03948165149224
127,CAG,28.835239456921087
128,CXO,91.4454487126048
129,COP,41.19541279862567
130,ED,57.37825514630573
131,STZ,137.98938062714367
132,COO,132.04545686303115
133,CPRT,18.39036578666873
134,GLW,16.393669826228443
135,CTVA,
136,COST,145.85653686523438
137,COTY,22.65058001076303
138,CCI,73.73815489978325
139,CSX,23.22668233731898
140,CMI,79.12580685499238
141,CVS,87.45764420672161
142,DHI,28.753865451347536
143,DHR,45.86532602077577
144,DRI,54.46203641193669
145,DVA,68.61731682754144
146,DE,70.44946326279059
147,DAL,45.06244110479587
148,XRAY,58.04782746477825
149,DVN,29.33505007115806
150,FANG,67.57934244667611
151,DLR,65.64428264338795
152,DFS,48.45290095631669
153,DISCA,27.156097644712865
154,DISCK,26.114390303448932
155,DISH,55.4504878346513
156,DG,68.06552505493164
157,DLTR,77.48609719625334
158,D,58.63383642057093
159,DOV,44.39527772112591
160,DOW,
161,DTE,70.3607090275462
162,DUK,60.775356199683216
163,DRE,17.805184992348277
164,DD,62.324488290926304
165,DXC,25.61329939307236
166,ETFC,27.540118705935594
167,EMN,60.28435367491187
168,ETN,45.359069172928976
169,EBAY,26.866742017792493
170,ECL,106.18742984678687
171,EIX,52.62080625208413
172,EW,78.8863413740949
173,EA,67.90585382973275
174,EMR,40.608342705703365
175,ETR,57.902546859369046
176,EOG,68.66704968708318
177,EFX,103.48138725466845
178,EQIX,278.54284519102515
179,EQR,60.347189461312645
180,ESS,209.16403533191215
181,EL,82.0341285147318
182,EVRG,37.59125518798828
183,ES,45.64475213027582
184,RE,166.0215383390101
185,EXC,24.016266799554593
186,EXPE,113.9628621543326
187,EXPD,42.89993956030869
188,EXR,77.13547013445599
189,XOM,67.33882141113281
190,FFIV,96.87560904898295
191,FB,102.41243967195837
192,FAST,17.90913823755776
193,FRT,131.59343086800925
194,FDX,136.31982105534252
195,FIS,57.820722812559545
196,FITB,17.114594715397534
197,FE,27.43015614951529
198,FRC,63.89978185514124
199,FISV,45.86085333475253
200,FLT,134.91439037788206
201,FLIR,28.158765095036205
202,FLS,37.93018285239615
203,FMC,31.220709823980563
204,FL,59.33352130796851
205,F,10.833527146316156
206,FTNT,30.399024544692622
207,FTV,
208,FBHS,49.8979265166492
209,FOXA,26.08236364038979
210,FOX,26.36234278795196
211,BEN,30.236567660075863
