,index,Adj Close
0,MMM,231.85214903296495
1,ABT,56.376888740353465
2,ABBV,93.75108486268579
3,ABMD,205.44829354635098
4,ACN,151.3885211479373
5,ATVI,65.49882823664967
6,ADBE,183.6563408084032
7,AMD,11.387560867681735
8,AAP,107.79558563232422
9,AES,10.354808295645364
10,AMG,199.91363153225038
11,AFL,42.700600600824124
12,A,68.55518248023057
13,APD,158.8209347608613
14,AKAM,63.42804820363114
15,ALK,68.41209430229372
16,ALB,123.49041841088271
17,ARE,122.27904045291064
18,ALXN,119.03975603057117
19,ALGN,245.8575603205983
20,ALLE,81.55566778415587
21,AGN,168.86182347739614
22,ADS,247.30572472549068
23,LNT,39.988752690757195
24,ALL,99.40544705274628
25,GOOGL,1097.6982898246952
26,GOOG,1088.2741431259528
27,MO,65.22347501429115
28,AMZN,1240.6356022532393
29,AMCR,10.764337772276344
30,AEE,56.047855377197266
31,AAL,52.27057824483732
32,AEP,68.51938805929045
33,AXP,96.93495959770388
34,AIG,58.3439175675555
35,AMT,136.58849092809166
36,AWK,84.95036595042158
37,AMP,165.40303969964748
38,ABC,92.44172594023914
39,AME,72.97303697539539
40,AMGN,173.5644307950648
41,APH,88.6258773803711
42,APC,52.65801974040706
43,ADI,87.37198117884193
44,ANSS,151.7087800560928
45,ANTM,230.71998037943027
46,AON,134.62518050030965
47,AOS,61.95947963435476
48,APA,41.89187631374452
49,AIV,40.52807784662014
50,AAPL,169.0369474829697
51,AMAT,52.10472041804616
52,APTV,87.52918131758527
53,ADM,39.12294955369903
54,ARNC,27.403793986250715
55,ANET,244.65951352003145
56,AJG,62.56936357079483
57,AIZ,94.3476393164658
58,ATO,82.58576388475372
59,T,34.05749502414611
60,ADSK,110.11585403070217
61,ADP,114.74022190745283
62,AZO,742.4600026200458
63,AVB,166.41609080244857
64,AVY,113.3917236328125
65,BHGE,31.55816427091273
66,BLL,38.1181670398247
67,BAC,29.374028880421708
68,BK,53.77177875797923
69,BAX,66.13140227154987
70,BBT,49.325379069258524
71,BDX,221.03693185201504
72,BRK.B,
73,BBY,66.44097332838105
74,BIIB,333.70853628763336
75,BLK,514.5771454601753
76,HRB,25.295749245620357
77,BA,300.36716293707127
78,BKNG,1824.2719547923018
79,BWA,53.02432130022747
80,BXP,119.88203802341368
81,BSX,26.32878047663991
82,BMY,59.30269920535204
83,AVGO,248.47964365889388
84,BR,90.19890036234041
85,CHRW,87.45145807033632
86,COG,27.521200319615804
87,CDNS,43.829756015684545
88,CPB,45.235633850097656
89,COF,97.62295941608708
90,CPRI,63.63170707516554
91,CAH,61.76861228012457
92,KMX,68.7941470262481
93,CCL,64.51892303838963
94,CAT,151.14534778129763
95,CBOE,126.18323851794732
96,CBRE,44.31756098677472
97,CBS,57.267691635504
98,CE,105.05837007848228
99,CELG,105.10560980075743
100,CNC,52.23951209463724
