,index,Net Income,Depreciation,Adjustments To Net Income,Changes In Accounts Receivables,Changes In Liabilities,Changes In Inventories,Changes In Other Operating Activities,Total Cash Flow From Operating Activities,Capital Expenditure,Investments,Other Cash flows from Investing Activities,Total Cash Flows From Investing Activities,Dividends Paid,Sale Purchase of Stock,Net Borrowings,Other Cash Flows from Financing Activities,Total Cash Flows From Financing Activities,Effect Of Exchange Rate Changes,Change In Cash and Cash Equivalents,Cash And Cash Equivalents,Short Term Investments,Net Receivables,Inventory,Other Current Assets,Total Current Assets,Long Term Investments,"Property, plant and equipment",Goodwill,Intangible Assets,Other Assets,Deferred Long Term Asset Charges,Total Assets,Accounts Payable,Short/Current Long Term Debt,Other Current Liabilities,Total Current Liabilities,Long Term Debt,Other Liabilities,Deferred Long Term Liability Charges,Minority Interest,Total Liabilities,Common Stock,Retained Earnings,Treasury Stock,Capital Surplus,Other Stockholder Equity,Total stockholders' equity,Net Tangible Assets,Total Revenue,Cost of Revenue,Gross Profit,Research Development,Selling General and Administrative,Others,Total Operating Expenses,Operating Income or Loss,Total Other Income/Expenses Net,Earnings Before Interest and Taxes,Interest Expense,Income Before Tax,Income Tax Expense,Minority Interest,Net Income From Continuing Ops,Discontinued Operations,Net Income Applicable To Common Shares
10,AMG,689500.0,106700.0,387300.0,-53500.0,52300.0,0.0,-7700.0,1170400.0,-18500.0,32300.0,0.0,13800.0,-44900.0,0.0,-260000.0,-533500.0,-1189700.0,14200.0,8700.0,439500.0,77800.0,446200.0,0.0,200.0,963700.0,3469700.0,111000.0,2662500.0,1449700.0,45500.0,0.0,8702100.0,0.0,0.0,93600.0,566100.0,1854700.0,890900.0,0.0,1568200.0,3311700.0,600.0,3698500.0,-685500.0,808600.0,-21800.0,3822200.0,-290000.0,2305000.0,979000.0,1326000.0,0.0,373100.0,51400.0,1510200.0,794800.0,272300.0,794800.0,-87800.0,1067100.0,58400.0,1568200.0,1008700.0,0.0,689500.0
11,AFL,4604000.0,53000.0,-1220000.0,-91000.0,0.0,0.0,2890000.0,6128000.0,0.0,-2725000.0,-894000.0,-5431000.0,-661000.0,0.0,-121000.0,35000.0,-2065000.0,30000.0,-1368000.0,3491000.0,57000.0,827000.0,0.0,2008000.0,6383000.0,116899000.0,434000.0,0.0,9505000.0,3996000.0,0.0,137217000.0,4392000.0,0.0,11178000.0,16176000.0,5289000.0,91154000.0,0.0,0.0,112619000.0,135000.0,29895000.0,-7484000.0,2052000.0,4028000.0,24598000.0,24598000.0,21667000.0,14629000.0,7038000.0,0.0,2780000.0,0.0,17409000.0,4258000.0,-240000.0,4258000.0,-240000.0,4018000.0,-586000.0,0.0,4604000.0,0.0,4604000.0
12,A,684000.0,212000.0,193000.0,-81000.0,2000.0,-61000.0,-60000.0,889000.0,-176000.0,-1000.0,-2000.0,-305000.0,-170000.0,0.0,110000.0,0.0,-202000.0,7000.0,389000.0,2678000.0,0.0,801000.0,575000.0,115000.0,4169000.0,138000.0,757000.0,2607000.0,361000.0,394000.0,240000.0,8426000.0,305000.0,100000.0,385000.0,1263000.0,1801000.0,527000.0,0.0,4000.0,3591000.0,3000.0,-126000.0,-346000.0,5300000.0,-346000.0,4831000.0,1863000.0,4472000.0,2063000.0,2409000.0,339000.0,1187000.0,0.0,3589000.0,883000.0,-80000.0,883000.0,-79000.0,803000.0,119000.0,4000.0,684000.0,0.0,684000.0
13,APD,3000400.0,865800.0,-2346300.0,-92900.0,163800.0,6400.0,-29300.0,1567900.0,-1039700.0,-410000.0,3748300.0,2332900.0,-787900.0,0.0,-1280100.0,28200.0,-1971400.0,13400.0,1942800.0,3273600.0,404000.0,1540100.0,335400.0,121100.0,5876700.0,1393700.0,8440200.0,721500.0,368300.0,1666800.0,174500.0,18467200.0,659500.0,428100.0,964000.0,2489000.0,3424600.0,2368100.0,0.0,99300.0,8281700.0,249400.0,12846600.0,-4010900.0,1001100.0,-1847400.0,10086200.0,8996400.0,8187600.0,5751500.0,2436100.0,57600.0,715400.0,-52500.0,6472000.0,1715600.0,-299500.0,1715600.0,-120600.0,1416100.0,260900.0,99300.0,1155200.0,1866000.0,3000400.0
14,AKAM,222766.0,267220.0,199097.0,-50054.0,36170.0,0.0,1852.0,800983.0,-254146.0,326272.0,-1586.0,-459165.0,0.0,0.0,1132185.0,-1096.0,-365005.0,12990.0,-10197.0,313382.0,398554.0,461457.0,0.0,94660.0,1346246.0,567592.0,862535.0,1498688.0,201259.0,172596.0,36231.0,4648916.0,80278.0,0.0,92673.0,456694.0,662913.0,166840.0,23536.0,0.0,1286447.0,1699.0,-690662.0,-21930.0,4073362.0,-21930.0,3362469.0,1662522.0,2489035.0,875837.0,1613198.0,222434.0,985314.0,0.0,2114489.0,374546.0,-60354.0,374546.0,-18839.0,314192.0,91426.0,0.0,222766.0,0.0,222766.0
15,ALK,960000.0,372000.0,55000.0,-39000.0,281000.0,0.0,-39000.0,1590000.0,-1026000.0,-181000.0,0.0,-1129000.0,-148000.0,0.0,-397000.0,28000.0,-592000.0,0.0,-131000.0,194000.0,1427000.0,341000.0,57000.0,19000.0,2152000.0,8000.0,5790000.0,1943000.0,133000.0,720000.0,0.0,10746000.0,120000.0,310000.0,1441000.0,2686000.0,2267000.0,2333000.0,0.0,0.0,7286000.0,1000.0,4193000.0,-898000.0,164000.0,-380000.0,3460000.0,1384000.0,7894000.0,5170000.0,2724000.0,0.0,368000.0,667000.0,6577000.0,1317000.0,-158000.0,1317000.0,-86000.0,1159000.0,199000.0,0.0,960000.0,0.0,960000.0
16,ALB,54850.0,196928.0,444464.0,-74545.0,53421.0,-101545.0,-269594.0,303979.0,-317703.0,-2590.0,6857.0,-357803.0,-140557.0,0.0,-612458.0,-83715.0,-1086868.0,8239.0,-1132453.0,1137303.0,0.0,619393.0,592781.0,41738.0,2477563.0,534064.0,2493310.0,1610355.0,421503.0,213977.0,25108.0,7750772.0,418537.0,422012.0,92040.0,1200925.0,1415360.0,1316791.0,0.0,143147.0,3933076.0,1105.0,2035163.0,-225668.0,1863949.0,-225668.0,3674549.0,1642691.0,3071976.0,1911305.0,1160671.0,78630.0,420022.0,0.0,2409957.0,662019.0,-130734.0,662019.0,-62549.0,531285.0,431817.0,143147.0,99468.0,0.0,54850.0
17,ARE,169093.0,397728.0,-71298.0,-502.0,25573.0,0.0,-80861.0,450882.0,0.0,-180989.0,-2300.0,-1737126.0,-321750.0,0.0,602427.0,12551.0,1420341.0,1723.0,135820.0,254381.0,0.0,483989.0,0.0,44353.0,787983.0,633872.0,10245050.0,0.0,77663.0,359385.0,0.0,12103953.0,349884.0,0.0,92145.0,442029.0,4764910.0,413845.0,231955.0,533503.0,5620784.0,998.0,0.0,50024.0,5824258.0,50024.0,5875280.0,5797617.0,1129417.0,325609.0,803808.0,0.0,75009.0,0.0,817401.0,312016.0,-117812.0,312016.0,-128645.0,194204.0,0.0,533503.0,194204.0,0.0,145395.0
18,ALXN,443300.0,471500.0,346100.0,-55200.0,110100.0,-88200.0,-137200.0,1115600.0,-357300.0,-558900.0,-2100.0,-918300.0,0.0,0.0,-175000.0,-43900.0,-596600.0,17700.0,-381600.0,584400.0,889700.0,726500.0,460400.0,22900.0,2953900.0,12500.0,1325400.0,5037400.0,3954400.0,299700.0,0.0,13583300.0,70800.0,167400.0,322600.0,952500.0,2720700.0,674100.0,0.0,0.0,4690200.0,0.0,2242100.0,-1639300.0,8290300.0,-34400.0,8893100.0,-98700.0,3551100.0,302100.0,3249000.0,862100.0,1083500.0,0.0,2567800.0,983300.0,-435500.0,983300.0,-98400.0,547800.0,104500.0,0.0,443300.0,0.0,443300.0
19,ALGN,231418.0,43939.0,87292.0,-90990.0,87837.0,-5481.0,15566.0,438539.0,-195695.0,-14232.0,-32597.0,-251477.0,0.0,0.0,0.0,-369434.0,-135500.0,5544.0,57106.0,449511.0,272031.0,328665.0,31688.0,3075.0,1158367.0,94554.0,348793.0,64614.0,24454.0,93227.0,49334.0,1784009.0,36776.0,0.0,304146.0,500051.0,0.0,129670.0,5514.0,0.0,629721.0,8.0,267274.0,571.0,886435.0,571.0,1154288.0,1065220.0,1473413.0,356466.0,1116947.0,97559.0,665777.0,0.0,1119802.0,353611.0,7969.0,353611.0,0.0,361580.0,130162.0,0.0,231418.0,0.0,231418.0
20,ALLE,273300.0,52600.0,35200.0,-22700.0,400.0,-4400.0,-1500.0,347200.0,-49300.0,15600.0,-4500.0,-50200.0,-60900.0,0.0,10100.0,-47300.0,-150900.0,7700.0,153800.0,466200.0,0.0,308800.0,239800.0,17900.0,1032700.0,5300.0,252200.0,761200.0,394300.0,96300.0,35400.0,2542000.0,188300.0,35000.0,33000.0,460800.0,1442300.0,233400.0,0.0,3900.0,2136500.0,1000.0,544400.0,-152900.0,9100.0,-152900.0,401600.0,-753900.0,2408200.0,1335300.0,1072900.0,0.0,580000.0,0.0,1915300.0,492900.0,-97200.0,492900.0,-105700.0,395700.0,119000.0,3900.0,276700.0,0.0,273300.0
21,AGN,-4125500.0,7368600.0,1874200.0,-188300.0,95900.0,-144800.0,57000.0,6079000.0,-349900.0,5369500.0,-466000.0,-878000.0,-1218200.0,0.0,-2863600.0,-737800.0,-5129200.0,21400.0,93200.0,1817200.0,4632100.0,2979100.0,904500.0,300100.0,11376700.0,72300.0,1785400.0,49862900.0,54648300.0,596300.0,319100.0,118341900.0,324500.0,4229100.0,1405600.0,9848100.0,25843500.0,8813200.0,0.0,16000.0,44504800.0,0.0,12957200.0,1920700.0,54013500.0,1920700.0,68891400.0,-35619800.0,15940700.0,2145400.0,13795300.0,1990600.0,4542400.0,0.0,15875500.0,65200.0,-10451600.0,65200.0,-1095600.0,-10386400.0,-6670400.0,16000.0,-3716000.0,-402900.0,-4403900.0
22,ADS,788700.0,382100.0,1184500.0,-10300.0,140400.0,0.0,-45800.0,2599100.0,-225400.0,-58900.0,-235700.0,-4268100.0,-115500.0,0.0,2207500.0,2448200.0,4004900.0,10300.0,2346200.0,4190000.0,0.0,822300.0,234100.0,938400.0,24705600.0,0.0,384400.0,3880100.0,1030100.0,684600.0,28100.0,30684800.0,651200.0,1471200.0,1279900.0,10146700.0,13415700.0,702400.0,0.0,0.0,28829500.0,1100.0,4167100.0,-5412700.0,3099800.0,-140200.0,1855300.0,-3054900.0,7719400.0,5798000.0,1921400.0,0.0,166300.0,0.0,6363500.0,1355900.0,-274800.0,1355900.0,-282700.0,1081100.0,292400.0,0.0,788700.0,0.0,788700.0
23,LNT,457300.0,483500.0,116200.0,-441200.0,81700.0,0.0,-175900.0,521600.0,-1466900.0,0.0,433500.0,-1033400.0,-288300.0,0.0,716500.0,-45200.0,532600.0,0.0,20800.0,27900.0,0.0,482800.0,222400.0,130700.0,905100.0,396100.0,11234500.0,0.0,0.0,1652100.0,0.0,14187800.0,477300.0,855700.0,389500.0,2149000.0,4010600.0,3646000.0,1648100.0,200000.0,9805600.0,2300.0,2346000.0,-11600.0,1845500.0,-11600.0,4182200.0,4182200.0,3382200.0,2143600.0,1238600.0,0.0,29700.0,105600.0,2740700.0,641500.0,-118900.0,641500.0,-225800.0,522600.0,66700.0,200000.0,455900.0,1400.0,457300.0
24,ALL,3189000.0,483000.0,350000.0,-131000.0,463000.0,0.0,205000.0,4314000.0,-299000.0,491000.0,0.0,-1210000.0,-641000.0,0.0,98000.0,-922000.0,-2923000.0,0.0,181000.0,617000.0,1944000.0,5786000.0,0.0,9635000.0,17982000.0,72422000.0,1072000.0,2181000.0,4747000.0,14018000.0,49000.0,112422000.0,27200000.0,-1000.0,13551000.0,40750000.0,6350000.0,42771000.0,0.0,0.0,89871000.0,9000.0,43162000.0,-25679000.0,3313000.0,303000.0,20805000.0,18068000.0,39407000.0,29326000.0,10081000.0,0.0,5442000.0,0.0,34867000.0,4540000.0,-549000.0,4540000.0,-335000.0,3991000.0,802000.0,0.0,3189000.0,0.0,3073000.0
25,GOOGL,12662000.0,6899000.0,8284000.0,-3768000.0,1121000.0,0.0,3682000.0,37091000.0,-13184000.0,-19448000.0,1419000.0,-31401000.0,0.0,0.0,-86000.0,-3366000.0,-8298000.0,405000.0,-2203000.0,10715000.0,91156000.0,18705000.0,749000.0,2983000.0,124308000.0,7813000.0,42383000.0,16747000.0,2692000.0,3352000.0,680000.0,197295000.0,3137000.0,0.0,10651000.0,24183000.0,3943000.0,16641000.0,0.0,0.0,44793000.0,40247000.0,113247000.0,-992000.0,0.0,-992000.0,152502000.0,133063000.0,110855000.0,45583000.0,65272000.0,16625000.0,19765000.0,0.0,81973000.0,28882000.0,-1689000.0,28882000.0,-109000.0,27193000.0,14531000.0,0.0,12662000.0,0.0,12662000.0
26,GOOG,12662000.0,6899000.0,8284000.0,-3768000.0,1121000.0,0.0,3682000.0,37091000.0,-13184000.0,-19448000.0,1419000.0,-31401000.0,0.0,0.0,-86000.0,-3366000.0,-8298000.0,405000.0,-2203000.0,10715000.0,91156000.0,18705000.0,749000.0,2983000.0,124308000.0,7813000.0,42383000.0,16747000.0,2692000.0,3352000.0,680000.0,197295000.0,3137000.0,0.0,10651000.0,24183000.0,3943000.0,16641000.0,0.0,0.0,44793000.0,40247000.0,113247000.0,-992000.0,0.0,-992000.0,152502000.0,133063000.0,110855000.0,45583000.0,65272000.0,16625000.0,19765000.0,0.0,81973000.0,28882000.0,-1689000.0,28882000.0,-109000.0,27193000.0,14531000.0,0.0,12662000.0,0.0,12662000.0
27,MO,10222000.0,209000.0,-3676000.0,10000.0,-55000.0,-171000.0,-1344000.0,4901000.0,-199000.0,-12800000.0,14000.0,-467000.0,-4807000.0,0.0,11936000.0,-47000.0,-7771000.0,0.0,-3337000.0,1253000.0,0.0,603000.0,2225000.0,263000.0,4344000.0,17952000.0,1914000.0,5307000.0,12400000.0,1285000.0,0.0,43202000.0,374000.0,864000.0,4073000.0,6792000.0,13030000.0,7962000.0,0.0,41000.0,27784000.0,935000.0,42251000.0,-33761000.0,5952000.0,-1897000.0,15377000.0,-2330000.0,19494000.0,7491000.0,12003000.0,0.0,2042000.0,0.0,9533000.0,9961000.0,-133000.0,9961000.0,-728000.0,9828000.0,-399000.0,41000.0,10227000.0,0.0,10208000.0
28,AMZN,3033000.0,11478000.0,4096000.0,-4780000.0,7838000.0,-3583000.0,283000.0,18365000.0,-11955000.0,-3054000.0,1897000.0,-27084000.0,0.0,0.0,9928000.0,0.0,9928000.0,713000.0,1922000.0,20522000.0,10464000.0,11835000.0,16047000.0,1329000.0,60197000.0,441000.0,48866000.0,13350000.0,3371000.0,5085000.0,0.0,131310000.0,34616000.0,100000.0,8565000.0,57883000.0,24743000.0,7792000.0,0.0,0.0,103601000.0,5000.0,8636000.0,-2321000.0,21389000.0,-484000.0,27709000.0,10988000.0,177866000.0,111934000.0,65932000.0,22620000.0,38992000.0,214000.0,173760000.0,4106000.0,-304000.0,4106000.0,-848000.0,3802000.0,769000.0,0.0,3033000.0,0.0,3033000.0
29,AMCR,597000.0,350600.0,-6900.0,79000.0,129700.0,-52900.0,-83800.0,1027400.0,-379200.0,0.0,-700.0,-632600.0,-480700.0,0.0,212700.0,-9000.0,-337000.0,-13500.0,44300.0,561500.0,0.0,1328000.0,1305500.0,14300.0,3286500.0,438700.0,2765300.0,2033300.0,362200.0,197300.0,66700.0,9083300.0,2607900.0,341600.0,301700.0,4034200.0,3480100.0,693000.0,13800.0,69600.0,8213600.0,1425000.0,264900.0,-889800.0,0.0,-881700.0,800100.0,-1595400.0,9101000.0,7189200.0,1911800.0,69100.0,841600.0,-39400.0,8060500.0,1040500.0,-274800.0,1040500.0,-190100.0,765700.0,151700.0,69600.0,614000.0,0.0,597000.0
30,AEE,523000.0,894000.0,528000.0,-53000.0,32000.0,17000.0,42000.0,2118000.0,-2195000.0,0.0,-9000.0,-2204000.0,-431000.0,0.0,590000.0,-18000.0,102000.0,0.0,16000.0,10000.0,0.0,838000.0,522000.0,242000.0,1612000.0,293000.0,21466000.0,411000.0,0.0,2163000.0,0.0,25945000.0,902000.0,841000.0,608000.0,2940000.0,7094000.0,8585000.0,1230000.0,142000.0,18619000.0,2000.0,1660000.0,-18000.0,5540000.0,-18000.0,7184000.0,6773000.0,5909000.0,3126000.0,2783000.0,0.0,-44000.0,477000.0,4455000.0,1454000.0,-349000.0,1454000.0,-391000.0,1105000.0,576000.0,142000.0,529000.0,0.0,523000.0
31,AAL,1282000.0,2017000.0,2166000.0,-190000.0,56000.0,0.0,-587000.0,4744000.0,-5971000.0,1079000.0,309000.0,-3636000.0,-198000.0,0.0,726000.0,-58000.0,-1145000.0,0.0,-37000.0,295000.0,4771000.0,1752000.0,1359000.0,318000.0,9146000.0,0.0,32939000.0,4091000.0,2203000.0,4406000.0,1816000.0,52785000.0,1688000.0,2476000.0,7163000.0,15358000.0,21818000.0,15696000.0,0.0,0.0,53565000.0,5000.0,-1345000.0,-5154000.0,5714000.0,-5154000.0,-780000.0,-7074000.0,42622000.0,29430000.0,13192000.0,0.0,1477000.0,4910000.0,37519000.0,5103000.0,-1708000.0,5103000.0,-1053000.0,3395000.0,2113000.0,0.0,1282000.0,0.0,1282000.0
32,AEP,1912600.0,1838200.0,669600.0,28500.0,-58000.0,17900.0,-242500.0,4270400.0,-5806100.0,0.0,-9900.0,-3656400.0,-1178300.0,0.0,624500.0,-63300.0,-604900.0,0.0,9100.0,214600.0,161700.0,1891000.0,953200.0,722200.0,4253100.0,829100.0,50261500.0,52500.0,0.0,9332900.0,0.0,64729100.0,2065300.0,1753700.0,2510800.0,8271300.0,19419600.0,18485800.0,4849000.0,26600.0,46415500.0,3329400.0,8626700.0,-67800.0,6398700.0,-67800.0,18287000.0,18234500.0,15424900.0,8982600.0,6442300.0,0.0,-45500.0,1059400.0,11993700.0,3431200.0,-532600.0,3431200.0,-895000.0,2898600.0,969700.0,26600.0,1928900.0,0.0,1912600.0
33,AXP,2748000.0,1321000.0,3824000.0,0.0,5506000.0,0.0,141000.0,13540000.0,-1063000.0,-116000.0,0.0,-18242000.0,-1251000.0,0.0,6382000.0,11385000.0,12245000.0,226000.0,7769000.0,32879000.0,48000.0,131035000.0,0.0,1020000.0,165106000.0,4182000.0,4329000.0,3009000.0,899000.0,3671000.0,1637000.0,181196000.0,79109000.0,0.0,4258000.0,93323000.0,55781000.0,13808000.0,0.0,0.0,162935000.0,172000.0,8307000.0,-2428000.0,12210000.0,-2428000.0,18261000.0,14353000.0,33872000.0,10079000.0,23793000.0,0.0,11089000.0,5058000.0,26226000.0,7646000.0,-221000.0,0.0,0.0,7425000.0,4677000.0,0.0,2748000.0,0.0,2646000.0
34,AIG,-6084000.0,3874000.0,634000.0,410000.0,0.0,0.0,-13633000.0,-7818000.0,0.0,19019000.0,-2143000.0,14041000.0,-1172000.0,0.0,-342000.0,2092000.0,-5697000.0,-29000.0,630000.0,2362000.0,10386000.0,10248000.0,0.0,36619000.0,59615000.0,266625000.0,0.0,0.0,10994000.0,161067000.0,14033000.0,498301000.0,78393000.0,0.0,20065000.0,98458000.0,31640000.0,302495000.0,738000.0,537000.0,432593000.0,4766000.0,21457000.0,-42130000.0,81078000.0,5465000.0,65171000.0,65171000.0,49550000.0,37852000.0,11698000.0,0.0,8694000.0,0.0,46546000.0,3004000.0,-1538000.0,3004000.0,-1168000.0,1466000.0,7526000.0,537000.0,-6060000.0,4000.0,-6084000.0
