,index,Net Income,Depreciation,Adjustments To Net Income,Changes In Accounts Receivables,Changes In Liabilities,Changes In Inventories,Changes In Other Operating Activities,Total Cash Flow From Operating Activities,Capital Expenditure,Investments,Other Cash flows from Investing Activities,Total Cash Flows From Investing Activities,Dividends Paid,Sale Purchase of Stock,Net Borrowings,Other Cash Flows from Financing Activities,Total Cash Flows From Financing Activities,Effect Of Exchange Rate Changes,Change In Cash and Cash Equivalents,Cash And Cash Equivalents,Short Term Investments,Net Receivables,Inventory,Other Current Assets,Total Current Assets,Long Term Investments,"Property, plant and equipment",Goodwill,Intangible Assets,Other Assets,Deferred Long Term Asset Charges,Total Assets,Accounts Payable,Short/Current Long Term Debt,Other Current Liabilities,Total Current Liabilities,Long Term Debt,Other Liabilities,Deferred Long Term Liability Charges,Minority Interest,Total Liabilities,Common Stock,Retained Earnings,Treasury Stock,Capital Surplus,Other Stockholder Equity,Total stockholders' equity,Net Tangible Assets,Total Revenue,Cost of Revenue,Gross Profit,Research Development,Selling General and Administrative,Others,Total Operating Expenses,Operating Income or Loss,Total Other Income/Expenses Net,Earnings Before Interest and Taxes,Interest Expense,Income Before Tax,Income Tax Expense,Minority Interest,Net Income From Continuing Ops,Discontinued Operations,Net Income Applicable To Common Shares
10,AMG,472800.0,129700.0,407400.0,29600.0,20300.0,0.0,-6100.0,1050300.0,-20200.0,-1312000.0,0.0,-1332200.0,-44900.0,0.0,225000.0,-456500.0,200900.0,-49900.0,-133000.0,430800.0,122400.0,406200.0,0.0,600.0,960000.0,3515800.0,110100.0,2628100.0,1497400.0,37700.0,0.0,8749100.0,0.0,0.0,88200.0,532800.0,2109600.0,1006700.0,0.0,1480400.0,3649100.0,600.0,3054400.0,-508900.0,1073500.0,-122900.0,3619600.0,-505900.0,2194600.0,932400.0,1262200.0,0.0,398100.0,43300.0,1503500.0,691100.0,313500.0,691100.0,-91700.0,974600.0,235600.0,1480400.0,739000.0,0.0,472800.0
11,AFL,2659000.0,54000.0,-1147000.0,42000.0,0.0,0.0,3331000.0,5987000.0,0.0,-3595000.0,760000.0,-3855000.0,-658000.0,0.0,376000.0,39000.0,-1619000.0,-4000.0,509000.0,4859000.0,89000.0,669000.0,0.0,2821000.0,8438000.0,110055000.0,433000.0,0.0,8993000.0,1900000.0,0.0,129819000.0,4045000.0,649000.0,14301000.0,19521000.0,4690000.0,85105000.0,0.0,0.0,109337000.0,67000.0,25981000.0,-7542000.0,1976000.0,2630000.0,20482000.0,20482000.0,22559000.0,15428000.0,7131000.0,0.0,2796000.0,0.0,18224000.0,4335000.0,-268000.0,4335000.0,-268000.0,4067000.0,1408000.0,0.0,2659000.0,0.0,2659000.0
12,A,462000.0,246000.0,125000.0,-33000.0,-15000.0,-7000.0,15000.0,793000.0,-139000.0,-79000.0,241000.0,-238000.0,-150000.0,0.0,262000.0,-2000.0,-268000.0,-1000.0,286000.0,2289000.0,0.0,714000.0,533000.0,99000.0,3635000.0,135000.0,639000.0,2517000.0,416000.0,452000.0,386000.0,7794000.0,257000.0,0.0,360000.0,945000.0,1904000.0,699000.0,0.0,3000.0,3548000.0,6000.0,6089000.0,-11011000.0,9159000.0,-503000.0,4243000.0,1310000.0,4202000.0,2005000.0,2197000.0,325000.0,1174000.0,0.0,3504000.0,698000.0,-154000.0,698000.0,-72000.0,544000.0,82000.0,3000.0,462000.0,0.0,462000.0
13,APD,631100.0,854600.0,1153800.0,-16600.0,60100.0,32200.0,-54500.0,2660700.0,-907700.0,-410000.0,-205900.0,-1069000.0,-721200.0,0.0,-237700.0,513300.0,-304300.0,7500.0,1294900.0,1293200.0,0.0,1480700.0,255000.0,1174600.0,4317300.0,1443600.0,8259700.0,845100.0,387900.0,2775000.0,185000.0,18028600.0,578800.0,365400.0,1102600.0,3283100.0,3922400.0,3609700.0,0.0,133800.0,10815200.0,249400.0,10475500.0,-4615300.0,970000.0,-2388300.0,7079600.0,5846600.0,7503700.0,5177300.0,2326400.0,71800.0,689200.0,-41700.0,5896600.0,1607100.0,-52500.0,1607100.0,-115200.0,1554600.0,432600.0,133800.0,1122000.0,-468400.0,631100.0
14,AKAM,320727.0,246058.0,164709.0,-2970.0,14979.0,0.0,21427.0,871812.0,-180949.0,-58484.0,786.0,-469426.0,0.0,0.0,1132185.0,-1096.0,-359779.0,-7891.0,34716.0,324169.0,512849.0,368596.0,0.0,44894.0,1309917.0,779311.0,801017.0,1228503.0,149463.0,104935.0,8982.0,4373146.0,76120.0,0.0,59691.0,374588.0,640087.0,134101.0,0.0,0.0,1148776.0,1733.0,-960729.0,-56222.0,4239588.0,-56222.0,3224370.0,1846404.0,2347988.0,809106.0,1538882.0,167628.0,875773.0,0.0,1879149.0,468839.0,-2477.0,468839.0,-18638.0,466362.0,145635.0,0.0,320727.0,0.0,320727.0
15,ALK,797000.0,363000.0,26000.0,-46000.0,238000.0,0.0,8000.0,1386000.0,-678000.0,2000.0,0.0,-2622000.0,-136000.0,0.0,1795000.0,25000.0,1491000.0,0.0,255000.0,328000.0,1252000.0,302000.0,47000.0,17000.0,2050000.0,0.0,5121000.0,1934000.0,143000.0,714000.0,0.0,9962000.0,92000.0,324000.0,1333000.0,2535000.0,2645000.0,1851000.0,0.0,0.0,7031000.0,1000.0,3568000.0,-748000.0,110000.0,-305000.0,2931000.0,854000.0,5925000.0,3461000.0,2464000.0,0.0,248000.0,443000.0,4515000.0,1410000.0,-94000.0,1410000.0,-30000.0,1316000.0,519000.0,0.0,797000.0,0.0,797000.0
16,ALB,643675.0,190975.0,-338321.0,-42816.0,43953.0,25974.0,212084.0,735524.0,-196654.0,305.0,3100000.0,2920488.0,-135353.0,0.0,-1416023.0,-35855.0,-1580024.0,-19966.0,2056022.0,2269756.0,0.0,543105.0,450263.0,1254.0,3306618.0,457533.0,2360140.0,1540032.0,354564.0,142320.0,61132.0,8161207.0,281874.0,247544.0,335602.0,1140103.0,2121718.0,956782.0,0.0,147542.0,4218603.0,1125.0,2121931.0,-412412.0,2084418.0,-412412.0,3795062.0,1900466.0,2677203.0,1706897.0,970306.0,79075.0,354604.0,0.0,2140576.0,536627.0,38274.0,536627.0,-63260.0,574901.0,96263.0,147542.0,478638.0,202131.0,643675.0
17,ARE,-65901.0,307667.0,181505.0,-285.0,5322.0,0.0,-46693.0,393487.0,0.0,-74867.0,14748.0,-1498406.0,-262761.0,0.0,6101.0,125084.0,1093775.0,-1460.0,-12604.0,125032.0,0.0,383709.0,0.0,29360.0,542216.0,392698.0,8857151.0,0.0,76321.0,486502.0,0.0,10354888.0,366174.0,0.0,76914.0,443088.0,4167612.0,361910.0,210176.0,486482.0,4972610.0,877.0,0.0,5355.0,4672650.0,5355.0,4678882.0,4602561.0,921522.0,278408.0,643114.0,0.0,63884.0,0.0,655682.0,265840.0,-315639.0,265840.0,-106953.0,-49799.0,0.0,486482.0,-49799.0,0.0,-151141.0
18,ALXN,399400.0,373700.0,427100.0,-122100.0,166800.0,-83800.0,-97500.0,1086300.0,-332700.0,50700.0,-5600.0,-287600.0,0.0,0.0,-375000.0,-67700.0,-836200.0,-6600.0,-44100.0,966000.0,327400.0,649600.0,374700.0,97100.0,2578200.0,10100.0,1035600.0,5037400.0,4303100.0,288900.0,0.0,13253300.0,64100.0,167500.0,122800.0,822900.0,2888100.0,615100.0,0.0,0.0,4559500.0,0.0,1817600.0,-1080800.0,7957000.0,60500.0,8693800.0,-646700.0,3084100.0,258300.0,2825800.0,757200.0,953000.0,0.0,2290700.0,793400.0,-217200.0,793400.0,-96900.0,576200.0,176800.0,0.0,399400.0,0.0,399400.0
19,ALGN,189682.0,27202.0,47377.0,-95808.0,57261.0,-7663.0,21981.0,247654.0,-70576.0,151635.0,-8031.0,73028.0,0.0,0.0,0.0,16773.0,-95524.0,-3374.0,221784.0,389275.0,250981.0,247415.0,27131.0,2956.0,952978.0,104844.0,175167.0,61044.0,20954.0,81164.0,67844.0,1396151.0,28596.0,0.0,199458.0,354335.0,0.0,46427.0,0.0,0.0,400762.0,8.0,131448.0,-938.0,864871.0,-938.0,995389.0,913391.0,1079874.0,264580.0,815294.0,75720.0,490653.0,0.0,830953.0,248921.0,-8039.0,248921.0,0.0,240882.0,51200.0,0.0,189682.0,0.0,189682.0
20,ALLE,229100.0,50300.0,87400.0,-19800.0,3400.0,-15600.0,26100.0,377500.0,-42500.0,14100.0,-4500.0,-64000.0,-46000.0,0.0,-64400.0,-6300.0,-196000.0,-4800.0,112700.0,312400.0,0.0,271900.0,220600.0,24400.0,829300.0,4600.0,226600.0,716800.0,357400.0,112700.0,72300.0,2247400.0,179900.0,48200.0,16300.0,429600.0,1416000.0,285400.0,0.0,3100.0,2131000.0,1000.0,376600.0,-264300.0,0.0,-264300.0,113300.0,-960900.0,2238000.0,1248300.0,989700.0,0.0,564200.0,0.0,1812500.0,425500.0,-130500.0,425500.0,-64300.0,295000.0,63800.0,3100.0,231200.0,0.0,229100.0
21,AGN,14973400.0,6624100.0,-19476300.0,-191000.0,313500.0,-268400.0,-254000.0,1445700.0,-331400.0,-7971900.0,33804200.0,24333300.0,-278400.0,0.0,-9798700.0,-161100.0,-25142500.0,-8500.0,628000.0,1724000.0,11501500.0,2625300.0,718000.0,263500.0,17857900.0,95000.0,1611300.0,46356100.0,62618600.0,447400.0,233300.0,128986300.0,224900.0,2795500.0,1253900.0,7874700.0,29970800.0,14940300.0,0.0,7800.0,52785800.0,0.0,18342500.0,-1038400.0,53958900.0,-1038400.0,71263000.0,-37711700.0,14570600.0,1804700.0,12765900.0,2568500.0,4092200.0,0.0,14935800.0,-365200.0,-2466800.0,-365200.0,-1295600.0,-2832000.0,-1897000.0,7800.0,-935000.0,15914500.0,14695000.0
22,ADS,515800.0,407200.0,1412200.0,-95600.0,-232300.0,0.0,-19700.0,2127200.0,-207000.0,20800.0,-77800.0,-4291500.0,-30000.0,0.0,1075300.0,2372500.0,2637400.0,14000.0,487100.0,1859200.0,0.0,797200.0,271300.0,648400.0,19589300.0,0.0,342500.0,3800700.0,1246800.0,534800.0,20100.0,25514100.0,568300.0,2453500.0,1213200.0,9229500.0,10103300.0,804200.0,0.0,0.0,23855900.0,1100.0,3494800.0,-4883800.0,3046100.0,-150700.0,1658200.0,-3389300.0,7138100.0,5518800.0,1619300.0,0.0,143200.0,0.0,6082900.0,1055200.0,-218200.0,1055200.0,-218200.0,837000.0,319400.0,0.0,517600.0,0.0,432300.0
23,LNT,371500.0,406800.0,128400.0,-572200.0,102400.0,0.0,-44100.0,392800.0,-1196800.0,0.0,476600.0,-720200.0,-266500.0,0.0,570900.0,-1700.0,329300.0,0.0,1900.0,8200.0,0.0,493300.0,222300.0,153300.0,877100.0,337600.0,10279200.0,0.0,0.0,1879900.0,0.0,13373800.0,445300.0,4600.0,452900.0,1162000.0,4315600.0,3834200.0,1867900.0,200000.0,9311800.0,2300.0,2177000.0,-10400.0,1693100.0,-10400.0,3862000.0,3862000.0,3320000.0,2165600.0,1154400.0,0.0,28500.0,102300.0,2708000.0,612000.0,-178800.0,612000.0,-206400.0,433200.0,59400.0,200000.0,373800.0,-2300.0,371500.0
24,ALL,1877000.0,382000.0,811000.0,-42000.0,362000.0,0.0,186000.0,3993000.0,-313000.0,-2068000.0,0.0,-2526000.0,-602000.0,0.0,1219000.0,-970000.0,-1526000.0,0.0,-59000.0,436000.0,4288000.0,5597000.0,0.0,9413000.0,19735000.0,69893000.0,1065000.0,1219000.0,3954000.0,12744000.0,0.0,108610000.0,26129000.0,0.0,12627000.0,38756000.0,6347000.0,42934000.0,0.0,0.0,88037000.0,9000.0,40678000.0,-25163000.0,3303000.0,-422000.0,18827000.0,17608000.0,37399000.0,29354000.0,8045000.0,0.0,4939000.0,0.0,34325000.0,3074000.0,-320000.0,3074000.0,-295000.0,2754000.0,877000.0,0.0,1877000.0,0.0,1761000.0
25,GOOGL,19478000.0,6100000.0,7158000.0,-2578000.0,333000.0,0.0,2420000.0,36036000.0,-10212000.0,-18229000.0,-1978000.0,-31165000.0,0.0,0.0,-1335000.0,-3304000.0,-8332000.0,-170000.0,-3631000.0,12918000.0,73415000.0,15632000.0,268000.0,3175000.0,105408000.0,5878000.0,34234000.0,16468000.0,3307000.0,2202000.0,383000.0,167497000.0,2041000.0,0.0,5851000.0,16756000.0,3935000.0,7770000.0,0.0,0.0,28461000.0,36307000.0,105131000.0,-2402000.0,0.0,-2402000.0,139036000.0,119261000.0,90272000.0,35138000.0,55134000.0,13948000.0,17470000.0,0.0,66556000.0,23716000.0,434000.0,23716000.0,-124000.0,24150000.0,4672000.0,0.0,19478000.0,0.0,19478000.0
26,GOOG,19478000.0,6100000.0,7158000.0,-2578000.0,333000.0,0.0,2420000.0,36036000.0,-10212000.0,-18229000.0,-1978000.0,-31165000.0,0.0,0.0,-1335000.0,-3304000.0,-8332000.0,-170000.0,-3631000.0,12918000.0,73415000.0,15632000.0,268000.0,3175000.0,105408000.0,5878000.0,34234000.0,16468000.0,3307000.0,2202000.0,383000.0,167497000.0,2041000.0,0.0,5851000.0,16756000.0,3935000.0,7770000.0,0.0,0.0,28461000.0,36307000.0,105131000.0,-2402000.0,0.0,-2402000.0,139036000.0,119261000.0,90272000.0,35138000.0,55134000.0,13948000.0,17470000.0,0.0,66556000.0,23716000.0,434000.0,23716000.0,-124000.0,24150000.0,4672000.0,0.0,19478000.0,0.0,19478000.0
27,MO,14239000.0,204000.0,-10347000.0,-27000.0,24000.0,-34000.0,-2000.0,3826000.0,-189000.0,-1578000.0,516000.0,3708000.0,-4512000.0,0.0,1043000.0,-830000.0,-5329000.0,0.0,2205000.0,4569000.0,0.0,420000.0,2051000.0,220000.0,7260000.0,17852000.0,1958000.0,5285000.0,12036000.0,513000.0,0.0,45932000.0,425000.0,0.0,4936000.0,7375000.0,13881000.0,11865000.0,0.0,41000.0,33121000.0,935000.0,36906000.0,-30964000.0,5893000.0,-2052000.0,12770000.0,-4551000.0,19337000.0,7736000.0,11601000.0,0.0,2302000.0,0.0,10038000.0,9299000.0,12553000.0,9299000.0,-743000.0,21852000.0,7608000.0,41000.0,14244000.0,0.0,14215000.0
28,AMZN,2371000.0,8116000.0,2869000.0,-3436000.0,6985000.0,-1426000.0,1724000.0,17203000.0,-7804000.0,-2663000.0,1067000.0,-9516000.0,0.0,0.0,-3716000.0,0.0,-3716000.0,-212000.0,3759000.0,19334000.0,6647000.0,8339000.0,11461000.0,0.0,45781000.0,223000.0,29114000.0,3784000.0,854000.0,3646000.0,0.0,83402000.0,25309000.0,1056000.0,7168000.0,43816000.0,7694000.0,5088000.0,0.0,0.0,64117000.0,5000.0,4916000.0,-2822000.0,17186000.0,-985000.0,19285000.0,14647000.0,135987000.0,88265000.0,47722000.0,16085000.0,27284000.0,167000.0,131801000.0,4186000.0,-390000.0,4186000.0,-484000.0,3796000.0,1425000.0,0.0,2371000.0,0.0,2371000.0
29,AMCR,244100.0,345300.0,404600.0,-106700.0,211100.0,-65600.0,49700.0,1099400.0,-348900.0,1500.0,-181900.0,-997000.0,-466700.0,0.0,663000.0,-13600.0,-126900.0,-159600.0,-184100.0,515700.0,0.0,1339300.0,1244400.0,21400.0,3193100.0,490800.0,2690900.0,1790300.0,292100.0,224900.0,47500.0,8682100.0,2418400.0,323100.0,310100.0,3645200.0,3418500.0,763000.0,19700.0,61600.0,7836600.0,1466600.0,139000.0,-821700.0,0.0,-800200.0,783900.0,-1298500.0,9421300.0,7426500.0,1994800.0,67400.0,953600.0,-77000.0,8370500.0,1050800.0,-641900.0,1050800.0,-192200.0,408900.0,135300.0,61600.0,273600.0,0.0,244100.0
30,AEE,653000.0,871000.0,386000.0,-71000.0,19000.0,11000.0,161000.0,2117000.0,-2131000.0,0.0,-27000.0,-2158000.0,-416000.0,0.0,258000.0,-17000.0,-258000.0,0.0,-299000.0,9000.0,0.0,795000.0,527000.0,262000.0,1593000.0,9000.0,20113000.0,411000.0,0.0,2573000.0,0.0,24699000.0,805000.0,681000.0,532000.0,2674000.0,6595000.0,8185000.0,1437000.0,142000.0,17454000.0,2000.0,1568000.0,-23000.0,5556000.0,-23000.0,7103000.0,6692000.0,5817000.0,3183000.0,2634000.0,0.0,-56000.0,467000.0,4439000.0,1378000.0,-337000.0,1378000.0,-382000.0,1041000.0,382000.0,142000.0,659000.0,0.0,653000.0
31,AAL,2584000.0,1818000.0,1721000.0,-160000.0,882000.0,0.0,-321000.0,6524000.0,-5731000.0,-149000.0,53000.0,-5702000.0,-224000.0,0.0,3874000.0,-44000.0,-894000.0,0.0,-72000.0,322000.0,6037000.0,1594000.0,1094000.0,638000.0,10324000.0,0.0,29950000.0,4091000.0,2173000.0,4736000.0,1498000.0,51274000.0,1592000.0,1855000.0,6701000.0,13872000.0,22489000.0,11128000.0,0.0,0.0,47489000.0,5000.0,1640000.0,-5083000.0,7223000.0,-5083000.0,3785000.0,-2479000.0,40142000.0,26800000.0,13342000.0,0.0,1323000.0,4634000.0,34282000.0,5860000.0,-1708000.0,5860000.0,-991000.0,4152000.0,1568000.0,0.0,2584000.0,0.0,2584000.0
32,AEP,610900.0,1817100.0,2045100.0,-226600.0,164900.0,60200.0,-14300.0,4519300.0,-5017500.0,0.0,-29100.0,-5046600.0,-1116800.0,0.0,1606400.0,-19900.0,503900.0,0.0,-23400.0,210500.0,138700.0,1916700.0,967300.0,2475200.0,6033900.0,825900.0,45639300.0,52500.0,0.0,10916100.0,0.0,63467700.0,1688500.0,2878000.0,2919000.0,9498000.0,17378400.0,18929100.0,6730200.0,23100.0,46047600.0,3328300.0,7892400.0,-156300.0,6332600.0,-156300.0,17397000.0,17344500.0,16380100.0,9968100.0,6412000.0,0.0,-43200.0,1018000.0,12905200.0,3474900.0,-2928100.0,3474900.0,-877200.0,546800.0,-73700.0,23100.0,620500.0,-2500.0,610900.0
33,AXP,5375000.0,1095000.0,1215000.0,0.0,1180000.0,0.0,-574000.0,8291000.0,-1377000.0,365000.0,0.0,1723000.0,-1207000.0,0.0,-136000.0,-1935000.0,-7599000.0,-160000.0,2255000.0,25093000.0,115000.0,115534000.0,0.0,982000.0,142279000.0,3981000.0,4433000.0,2927000.0,868000.0,4405000.0,2336000.0,158893000.0,64232000.0,0.0,2812000.0,78317000.0,46966000.0,13085000.0,0.0,0.0,138392000.0,181000.0,10371000.0,-2784000.0,12733000.0,-2784000.0,20501000.0,16706000.0,33227000.0,8919000.0,24308000.0,0.0,11267000.0,5803000.0,25989000.0,7238000.0,804000.0,0.0,0.0,8042000.0,2667000.0,0.0,5375000.0,0.0,5252000.0
34,AIG,-849000.0,4090000.0,1720000.0,536000.0,0.0,0.0,-1687000.0,3502000.0,0.0,6040000.0,-1020000.0,3252000.0,-1372000.0,0.0,1872000.0,4127000.0,-6833000.0,55000.0,-131000.0,1868000.0,12302000.0,10465000.0,0.0,33597000.0,58232000.0,272896000.0,0.0,0.0,11042000.0,156094000.0,21332000.0,498264000.0,77077000.0,0.0,27756000.0,104833000.0,30912000.0,285661000.0,808000.0,558000.0,421406000.0,4766000.0,28711000.0,-38241000.0,81064000.0,3230000.0,76300000.0,76300000.0,51209000.0,40663000.0,10546000.0,0.0,10295000.0,0.0,50958000.0,251000.0,-325000.0,251000.0,-1260000.0,-74000.0,185000.0,558000.0,-259000.0,-90000.0,-849000.0
