,index,Net Income,Depreciation,Adjustments To Net Income,Changes In Accounts Receivables,Changes In Liabilities,Changes In Inventories,Changes In Other Operating Activities,Total Cash Flow From Operating Activities,Capital Expenditure,Investments,Other Cash flows from Investing Activities,Total Cash Flows From Investing Activities,Dividends Paid,Sale Purchase of Stock,Net Borrowings,Other Cash Flows from Financing Activities,Total Cash Flows From Financing Activities,Effect Of Exchange Rate Changes,Change In Cash and Cash Equivalents,Cash And Cash Equivalents,Short Term Investments,Net Receivables,Inventory,Other Current Assets,Total Current Assets,Long Term Investments,"Property, plant and equipment",Goodwill,Intangible Assets,Other Assets,Deferred Long Term Asset Charges,Total Assets,Accounts Payable,Short/Current Long Term Debt,Other Current Liabilities,Total Current Liabilities,Long Term Debt,Other Liabilities,Deferred Long Term Liability Charges,Minority Interest,Total Liabilities,Common Stock,Retained Earnings,Treasury Stock,Capital Surplus,Other Stockholder Equity,Total stockholders' equity,Net Tangible Assets,Total Revenue,Cost of Revenue,Gross Profit,Research Development,Selling General and Administrative,Others,Total Operating Expenses,Operating Income or Loss,Total Other Income/Expenses Net,Earnings Before Interest and Taxes,Interest Expense,Income Before Tax,Income Tax Expense,Minority Interest,Net Income From Continuing Ops,Discontinued Operations,Net Income Applicable To Common Shares
86,COG,557043.0,417479.0,289210.0,-146921.0,30468.0,-3927.0,16536.0,1104903.0,-894470.0,-77263.0,0.0,-293383.0,-111369.0,0.0,-297000.0,0.0,-1289280.0,0.0,-477760.0,2287.0,0.0,471654.0,11076.0,59528.0,544545.0,163181.0,3463606.0,0.0,0.0,27497.0,0.0,4198829.0,241939.0,0.0,1000.0,287264.0,1226104.0,597302.0,4572.0,0.0,2110670.0,47610.0,1607658.0,-1330251.0,1763142.0,4437.0,2088159.0,2088159.0,2143716.0,750575.0,1393141.0,0.0,96641.0,-21790.0,1356725.0,786991.0,-88854.0,786991.0,-73201.0,698137.0,141094.0,0.0,557043.0,0.0,557043.0
87,CDNS,345777.0,118721.0,161016.0,-87083.0,102249.0,752.0,-37877.0,604751.0,-61503.0,-112342.0,0.0,-173845.0,0.0,0.0,-288867.0,0.0,-567939.0,-17756.0,-154789.0,533298.0,3887.0,307137.0,28162.0,0.0,951092.0,118734.0,252630.0,662272.0,225457.0,258469.0,154894.0,2468654.0,5484.0,0.0,352456.0,708982.0,345291.0,125980.0,31200.0,0.0,1180253.0,1936124.0,772709.0,-1420432.0,0.0,-24780.0,1288401.0,400672.0,2138022.0,258747.0,1879275.0,884816.0,573075.0,0.0,1730724.0,407298.0,-30908.0,407298.0,-23139.0,376390.0,30613.0,0.0,345777.0,0.0,345777.0
88,CPB,261000.0,394000.0,573000.0,56000.0,78000.0,-84000.0,27000.0,1305000.0,-407000.0,0.0,-20000.0,-7197000.0,-426000.0,0.0,6439000.0,-97000.0,5807000.0,-8000.0,-93000.0,226000.0,0.0,785000.0,1199000.0,86000.0,2296000.0,92000.0,3233000.0,4580000.0,4196000.0,132000.0,30000.0,14529000.0,893000.0,596000.0,156000.0,3594000.0,7992000.0,1564000.0,0.0,9000.0,13156000.0,12000.0,2224000.0,-1221000.0,349000.0,-118000.0,1364000.0,-7412000.0,8685000.0,5771000.0,2914000.0,110000.0,1224000.0,29000.0,7134000.0,1551000.0,-1279000.0,1551000.0,-201000.0,272000.0,11000.0,9000.0,261000.0,0.0,261000.0
89,COF,6015000.0,2396000.0,5673000.0,0.0,0.0,0.0,-1032000.0,12978000.0,-874000.0,-16860000.0,-802000.0,-15618000.0,-1038000.0,0.0,-1191000.0,6077000.0,1777000.0,0.0,-863000.0,13186000.0,0.0,0.0,59000.0,3184000.0,16889000.0,83346000.0,4191000.0,14544000.0,528000.0,253040000.0,0.0,372538000.0,249764000.0,12159000.0,0.0,276997000.0,37344000.0,6529000.0,0.0,0.0,320870000.0,7000.0,35875000.0,-16254000.0,27680000.0,-1263000.0,47308000.0,32510000.0,22220000.0,0.0,22220000.0,0.0,12424000.0,1940000.0,14364000.0,7856000.0,-538000.0,0.0,0.0,7318000.0,1293000.0,0.0,6025000.0,-10000.0,5710000.0
90,CPRI,543000.0,225000.0,87000.0,-23000.0,-48000.0,-125000.0,31000.0,694000.0,-181000.0,0.0,-66000.0,-2125000.0,0.0,0.0,1644000.0,-15000.0,1451000.0,-11000.0,9000.0,172000.0,0.0,403000.0,953000.0,52000.0,1729000.0,0.0,615000.0,1659000.0,2293000.0,354000.0,112000.0,6650000.0,371000.0,80000.0,266000.0,1542000.0,1936000.0,736000.0,0.0,7000.0,4214000.0,0.0,4707000.0,-3289000.0,1011000.0,-66000.0,2429000.0,-1523000.0,5238000.0,2058000.0,3180000.0,0.0,2075000.0,0.0,4358000.0,880000.0,-259000.0,880000.0,-38000.0,621000.0,79000.0,7000.0,542000.0,0.0,543000.0
91,CAH,256000.0,1032000.0,610000.0,-871000.0,2574000.0,-1211000.0,378000.0,2768000.0,-384000.0,56000.0,0.0,-5608000.0,-581000.0,0.0,-1001000.0,-141000.0,-2276000.0,4000.0,-5116000.0,1763000.0,0.0,7826000.0,12308000.0,761000.0,24553000.0,0.0,2487000.0,8316000.0,3913000.0,682000.0,37000.0,39951000.0,19677000.0,996000.0,216000.0,22893000.0,8084000.0,2897000.0,0.0,12000.0,33880000.0,2730000.0,4645000.0,-1316000.0,0.0,-92000.0,6059000.0,-6170000.0,136809000.0,129628000.0,7181000.0,0.0,4596000.0,0.0,134824000.0,1985000.0,-2213000.0,1985000.0,-329000.0,-228000.0,-487000.0,12000.0,259000.0,0.0,256000.0
92,KMX,842413.0,182247.0,297921.0,-6529.0,86360.0,-128761.0,-1110680.0,162971.0,-304636.0,-4569.0,0.0,-308513.0,0.0,0.0,1049680.0,-17063.0,186021.0,0.0,40479.0,46938.0,0.0,139850.0,2519455.0,507770.0,3214013.0,83700.0,2828058.0,0.0,0.0,163609.0,61346.0,18717867.0,593171.0,385044.0,104584.0,1311509.0,13291085.0,243005.0,0.0,0.0,15360839.0,83739.0,2104146.0,-68010.0,1237153.0,-68010.0,3357028.0,3357028.0,19146000.0,16226719.0,2919281.0,0.0,1730300.0,-25.0,17956994.0,1189006.0,-76200.0,1189006.0,-75792.0,1112806.0,270393.0,0.0,842413.0,0.0,842413.0
93,CCL,3152000.0,2017000.0,16000.0,-58000.0,515000.0,-67000.0,-26000.0,5549000.0,-3749000.0,0.0,-142000.0,-3502000.0,-1355000.0,0.0,1403000.0,-40000.0,-1460000.0,-1000.0,587000.0,982000.0,0.0,358000.0,450000.0,0.0,2226000.0,0.0,35336000.0,2925000.0,1176000.0,738000.0,0.0,42401000.0,730000.0,1586000.0,4405000.0,9204000.0,7908000.0,846000.0,0.0,0.0,17958000.0,365000.0,25066000.0,-9744000.0,8756000.0,-1949000.0,24443000.0,20342000.0,18881000.0,11090000.0,7791000.0,0.0,2450000.0,-59000.0,15498000.0,3383000.0,-177000.0,3383000.0,-194000.0,3206000.0,54000.0,0.0,3152000.0,0.0,3152000.0
94,CAT,6147000.0,2766000.0,1722000.0,-1619000.0,709000.0,-1579000.0,-1588000.0,6558000.0,-2916000.0,-127000.0,13000.0,-3212000.0,-1951000.0,0.0,1840000.0,-54000.0,-3650000.0,-126000.0,-430000.0,6968000.0,0.0,8714000.0,11529000.0,52000.0,38603000.0,0.0,13574000.0,6217000.0,1897000.0,3443000.0,1363000.0,78509000.0,7051000.0,10000.0,3735000.0,28218000.0,7549000.0,11211000.0,0.0,41000.0,64429000.0,5827000.0,30427000.0,-22215000.0,0.0,-1684000.0,14039000.0,5925000.0,54722000.0,39819000.0,14903000.0,1850000.0,4806000.0,-89000.0,46386000.0,8336000.0,-490000.0,8336000.0,-404000.0,7846000.0,1698000.0,41000.0,6148000.0,0.0,6147000.0
95,CBOE,401700.0,174300.0,-169000.0,-20600.0,18100.0,0.0,-49400.0,374400.0,-37500.0,15100.0,0.0,-1436500.0,-118100.0,0.0,1243900.0,-2000.0,1099700.0,8600.0,46200.0,143500.0,47300.0,234500.0,0.0,9400.0,434700.0,82700.0,78800.0,2707400.0,1943200.0,18900.0,0.0,5265700.0,43200.0,1237900.0,74600.0,334000.0,1237900.0,573800.0,0.0,9400.0,2145700.0,1200.0,993300.0,-507600.0,2623700.0,50700.0,3110600.0,-1540000.0,2229100.0,1233500.0,995600.0,0.0,312700.0,6300.0,1744700.0,484400.0,-150000.0,484400.0,-3300.0,334400.0,-66200.0,9400.0,400600.0,0.0,396700.0
96,CBRE,1063219.0,451988.0,-521077.0,-777630.0,273782.0,0.0,652866.0,1131249.0,-227803.0,-23749.0,-733.0,-560684.0,0.0,0.0,-305009.0,-11171.0,-506600.0,-24840.0,39125.0,777219.0,0.0,4047295.0,0.0,1674804.0,6754210.0,216174.0,721692.0,3652309.0,1441308.0,671100.0,51703.0,13456793.0,1878111.0,4216.0,281718.0,5803380.0,1767260.0,876251.0,18300.0,71105.0,8446891.0,3369.0,4504684.0,-718269.0,1149013.0,-718269.0,4938797.0,-154820.0,21340088.0,16449212.0,4890876.0,0.0,3312581.0,0.0,20213781.0,1126307.0,252699.0,1126307.0,-107270.0,1379006.0,313058.0,71105.0,1065948.0,0.0,1063219.0
97,CBS,1960000.0,223000.0,250000.0,-254000.0,-114000.0,-830000.0,-22000.0,1426000.0,-165000.0,-124000.0,-28000.0,-348000.0,-276000.0,0.0,-21000.0,-6000.0,-921000.0,0.0,157000.0,322000.0,0.0,4041000.0,1988000.0,252000.0,6752000.0,352000.0,1209000.0,4920000.0,2638000.0,5988000.0,0.0,21859000.0,201000.0,0.0,2817000.0,4573000.0,9435000.0,5017000.0,0.0,0.0,19055000.0,1000.0,-17201000.0,-23633000.0,43637000.0,-775000.0,2804000.0,-4754000.0,14514000.0,9111000.0,5403000.0,0.0,2280000.0,-1000.0,11613000.0,2901000.0,-668000.0,2901000.0,-467000.0,2233000.0,273000.0,0.0,1960000.0,0.0,1960000.0
98,CE,1207000.0,325000.0,265000.0,-48000.0,15000.0,-158000.0,-57000.0,1558000.0,-337000.0,0.0,-39000.0,-507000.0,-280000.0,0.0,-40000.0,-40000.0,-1165000.0,-23000.0,-137000.0,415000.0,31000.0,1318000.0,1046000.0,64000.0,2874000.0,979000.0,3719000.0,1057000.0,310000.0,374000.0,84000.0,9313000.0,819000.0,343000.0,107000.0,1779000.0,2827000.0,1185000.0,3000.0,395000.0,5934000.0,0.0,5847000.0,-3096000.0,233000.0,-247000.0,2984000.0,1617000.0,7155000.0,5183000.0,1972000.0,72000.0,606000.0,0.0,5885000.0,1270000.0,240000.0,1270000.0,-125000.0,1510000.0,292000.0,395000.0,1218000.0,-5000.0,1207000.0
99,CELG,4046000.0,635000.0,725000.0,-178000.0,331000.0,82000.0,-77000.0,5171000.0,-330000.0,2560000.0,0.0,-6418000.0,0.0,0.0,4452000.0,-40000.0,-1540000.0,8000.0,-2779000.0,4234000.0,1808000.0,2179000.0,458000.0,187000.0,9067000.0,1000.0,1367000.0,8003000.0,16213000.0,829000.0,24000.0,35480000.0,418000.0,501000.0,747000.0,4057000.0,19769000.0,5493000.0,0.0,0.0,29319000.0,10000.0,17559000.0,-26386000.0,14978000.0,-50000.0,6161000.0,-18055000.0,15281000.0,1219000.0,14062000.0,5101000.0,3154000.0,0.0,9792000.0,5489000.0,-657000.0,5489000.0,-741000.0,4832000.0,786000.0,0.0,4046000.0,0.0,4046000.0
100,CNC,900000.0,495000.0,10000.0,-1173000.0,-585000.0,0.0,1587000.0,1234000.0,-675000.0,-1855000.0,0.0,-4585000.0,0.0,0.0,1994000.0,-90000.0,4612000.0,0.0,1261000.0,5342000.0,722000.0,5123000.0,0.0,811000.0,11998000.0,6861000.0,1706000.0,7015000.0,2239000.0,1082000.0,0.0,30901000.0,11548000.0,38000.0,385000.0,11971000.0,6743000.0,1164000.0,0.0,106000.0,19878000.0,7449000.0,3663000.0,-195000.0,7449000.0,-56000.0,10917000.0,1663000.0,56688000.0,46057000.0,10631000.0,0.0,6331000.0,1957000.0,54556000.0,2132000.0,-764000.0,2132000.0,-343000.0,1368000.0,474000.0,106000.0,894000.0,0.0,900000.0
101,CNP,368000.0,1253000.0,197000.0,-154000.0,220000.0,1000.0,203000.0,2136000.0,-1651000.0,428000.0,16000.0,-1207000.0,-510000.0,0.0,429000.0,-450000.0,3053000.0,0.0,3982000.0,4231000.0,540000.0,1568000.0,394000.0,223000.0,7025000.0,2845000.0,14044000.0,867000.0,65000.0,2163000.0,0.0,27009000.0,1240000.0,482000.0,1459000.0,3302000.0,8682000.0,6967000.0,1967000.0,0.0,18951000.0,5000.0,349000.0,-108000.0,6072000.0,-108000.0,6318000.0,5386000.0,10589000.0,8063000.0,2526000.0,0.0,27000.0,406000.0,9739000.0,850000.0,-336000.0,850000.0,-420000.0,514000.0,146000.0,0.0,368000.0,0.0,333000.0
102,CTL,-1733000.0,5120000.0,3614000.0,25000.0,124000.0,0.0,-206000.0,7032000.0,-3175000.0,0.0,-61000.0,-3078000.0,-2312000.0,0.0,-1661000.0,-50000.0,-4023000.0,0.0,-69000.0,488000.0,0.0,2614000.0,120000.0,291000.0,3820000.0,150000.0,26408000.0,28031000.0,10779000.0,1068000.0,0.0,70256000.0,1933000.0,614000.0,1481000.0,5531000.0,35213000.0,9488000.0,0.0,0.0,50428000.0,1080000.0,-1643000.0,-2461000.0,22852000.0,-2461000.0,19828000.0,-18982000.0,23443000.0,9987000.0,13456000.0,0.0,4435000.0,0.0,19542000.0,3901000.0,-5464000.0,3901000.0,-2177000.0,-1563000.0,170000.0,0.0,-1733000.0,0.0,-1733000.0
103,CERN,630059.0,432363.0,129851.0,-207785.0,146740.0,-9307.0,149709.0,1454009.0,-446928.0,-71497.0,0.0,-828937.0,0.0,0.0,-75000.0,6864.0,-609787.0,-12082.0,3203.0,374126.0,401285.0,1183494.0,25029.0,0.0,2318804.0,300046.0,1743575.0,847544.0,1299817.0,198850.0,0.0,6708636.0,293534.0,0.0,399189.0,962690.0,438802.0,378755.0,86000.0,0.0,1780247.0,3622.0,5576525.0,-2211320.0,1559562.0,-103552.0,4928389.0,2781028.0,5366325.0,937348.0,4428977.0,683663.0,2883165.0,0.0,4591540.0,774785.0,26066.0,774785.0,-7987.0,800851.0,170792.0,0.0,630059.0,0.0,630059.0
104,CF,290000.0,888000.0,192000.0,68000.0,103000.0,-52000.0,0.0,1497000.0,-422000.0,10000.0,11000.0,-375000.0,-280000.0,0.0,0.0,-531000.0,-1270000.0,-5000.0,-153000.0,682000.0,0.0,235000.0,309000.0,48000.0,1274000.0,93000.0,8623000.0,2353000.0,115000.0,203000.0,0.0,12661000.0,101000.0,0.0,357000.0,705000.0,4698000.0,1527000.0,0.0,2773000.0,6930000.0,2000.0,2463000.0,-875000.0,1368000.0,-371000.0,2958000.0,490000.0,4429000.0,3512000.0,917000.0,0.0,212000.0,-18000.0,3706000.0,723000.0,-176000.0,723000.0,-241000.0,547000.0,119000.0,2773000.0,428000.0,0.0,290000.0
105,SCHW,3507000.0,306000.0,733000.0,-1004000.0,2056000.0,0.0,6858000.0,12456000.0,-570000.0,-40133000.0,277000.0,-40555000.0,-787000.0,0.0,-12885000.0,61713000.0,47166000.0,0.0,19067000.0,27938000.0,14102000.0,39809000.0,0.0,4007000.0,85856000.0,207130000.0,1769000.0,1227000.0,152000.0,348000.0,3000.0,296482000.0,33373000.0,0.0,231423000.0,268746000.0,6826000.0,188000.0,250000.0,0.0,275812000.0,15000.0,17329000.0,-3966000.0,4499000.0,-252000.0,17877000.0,16498000.0,10132000.0,242000.0,9890000.0,0.0,4709000.0,313000.0,5570000.0,4562000.0,0.0,0.0,0.0,4562000.0,1055000.0,0.0,3507000.0,0.0,3329000.0
106,CHTR,1230000.0,10318000.0,462000.0,-98000.0,125000.0,0.0,-270000.0,11767000.0,-9125000.0,0.0,-590000.0,-9736000.0,0.0,0.0,3393000.0,-950000.0,-1887000.0,0.0,144000.0,551000.0,0.0,1733000.0,0.0,0.0,2730000.0,476000.0,35126000.0,29554000.0,77360000.0,884000.0,0.0,146130000.0,758000.0,3290000.0,4960000.0,12095000.0,69537000.0,20226000.0,415000.0,7987000.0,101858000.0,36285000.0,2780000.0,-2000.0,33507000.0,-2000.0,36285000.0,-70629000.0,43634000.0,19082000.0,24552000.0,0.0,8586000.0,235000.0,37986000.0,5648000.0,-3962000.0,5648000.0,-3540000.0,1686000.0,180000.0,7987000.0,1506000.0,0.0,1230000.0
107,CVX,14824000.0,19017000.0,-2923000.0,437000.0,-494000.0,-424000.0,269000.0,30618000.0,-13792000.0,-1001000.0,111000.0,-12290000.0,-8502000.0,0.0,-4502000.0,-91000.0,-13699000.0,-91000.0,4538000.0,9342000.0,53000.0,14771000.0,5704000.0,1570000.0,34021000.0,35546000.0,169207000.0,4518000.0,0.0,10571000.0,4399000.0,253863000.0,13953000.0,4999000.0,1628000.0,27171000.0,28606000.0,42317000.0,1569000.0,1088000.0,98221000.0,1832000.0,180987000.0,-45377000.0,17112000.0,-3784000.0,154554000.0,150036000.0,158902000.0,94578000.0,64324000.0,0.0,24942000.0,4864000.0,144278000.0,14624000.0,5951000.0,14624000.0,-748000.0,20575000.0,5715000.0,1088000.0,14860000.0,0.0,14824000.0
108,CMG,176553.0,201979.0,138943.0,-8298.0,38909.0,-1722.0,60749.0,621552.0,-287390.0,-100188.0,0.0,-387578.0,0.0,0.0,0.0,-187.0,-166535.0,-1457.0,65982.0,249953.0,426845.0,62312.0,21555.0,0.0,814794.0,0.0,1379254.0,21939.0,0.0,49531.0,0.0,2265518.0,113071.0,0.0,104892.0,449990.0,0.0,374189.0,0.0,0.0,824179.0,360.0,2573617.0,-2506792.0,1374154.0,-6236.0,1441339.0,1419400.0,4864985.0,3273962.0,1591023.0,0.0,455055.0,568336.0,4507878.0,357107.0,-88671.0,357107.0,0.0,268436.0,91883.0,0.0,176553.0,0.0,176553.0
109,CB,3962000.0,339000.0,909000.0,-981000.0,1029000.0,0.0,61000.0,5480000.0,0.0,-3398000.0,463000.0,-2935000.0,-1337000.0,0.0,180000.0,95000.0,-1991000.0,-65000.0,489000.0,1247000.0,3016000.0,10075000.0,0.0,17772000.0,34654000.0,98083000.0,730000.0,15271000.0,12344000.0,6689000.0,0.0,167771000.0,71389000.0,624000.0,16022000.0,91379000.0,12395000.0,13685000.0,0.0,0.0,117459000.0,11121000.0,31700000.0,-5066000.0,12557000.0,-2448000.0,50312000.0,27928000.0,32679000.0,24455000.0,8224000.0,0.0,3000000.0,42000.0,27836000.0,4843000.0,-186000.0,4843000.0,-641000.0,4657000.0,695000.0,0.0,3962000.0,0.0,3962000.0
110,CHD,568600.0,141100.0,39900.0,-3400.0,54900.0,-55100.0,23700.0,763600.0,-60400.0,0.0,-1900.0,-112100.0,-213300.0,0.0,-268800.0,-3500.0,-609000.0,-4700.0,37800.0,316700.0,0.0,345300.0,382800.0,33400.0,1078200.0,8500.0,598200.0,1992900.0,2274000.0,117400.0,0.0,6069200.0,430200.0,596500.0,2900.0,1326300.0,1515800.0,773300.0,0.0,0.0,3615400.0,292800.0,3832600.0,-1952400.0,280800.0,-53600.0,2453800.0,-1813100.0,4145900.0,2305100.0,1840800.0,0.0,1049100.0,0.0,3354200.0,791700.0,-72200.0,791700.0,-79400.0,719500.0,150900.0,0.0,568600.0,0.0,568600.0
111,CI,2637000.0,356000.0,261000.0,705000.0,332000.0,-107000.0,-753000.0,3770000.0,-528000.0,-1286000.0,-12000.0,-26378000.0,0.0,0.0,24212000.0,-423000.0,23515000.0,-24000.0,883000.0,3855000.0,2013000.0,10473000.0,2821000.0,1236000.0,20398000.0,23001000.0,1283000.0,44505000.0,45103000.0,18936000.0,0.0,153226000.0,21521000.0,1095000.0,1430000.0,31895000.0,39490000.0,40736000.0,0.0,44000.0,112154000.0,4000.0,15088000.0,-1815000.0,27751000.0,-1711000.0,41028000.0,-45759000.0,48569000.0,32321000.0,16248000.0,0.0,11161000.0,0.0,43717000.0,4852000.0,-1271000.0,4852000.0,-280000.0,3581000.0,935000.0,44000.0,2646000.0,0.0,2637000.0
112,XEC,791851.0,597791.0,143937.0,5421.0,13951.0,0.0,-1957.0,1550994.0,-1670042.0,0.0,3772.0,-1085618.0,-55243.0,0.0,0.0,-100.0,-65244.0,0.0,400132.0,800666.0,0.0,454200.0,55553.0,106166.0,1424139.0,0.0,3973016.0,620232.0,0.0,44697.0,0.0,6062084.0,106814.0,0.0,253884.0,708707.0,1488554.0,535037.0,2200.0,0.0,2732298.0,958.0,542885.0,755.0,2785188.0,755.0,3329786.0,2709554.0,2339017.0,535979.0,1803038.0,0.0,80850.0,61852.0,1292049.0,1046968.0,-24461.0,1046968.0,-47369.0,1022507.0,230656.0,0.0,791851.0,0.0,780764.0
113,CINF,287000.0,63000.0,436000.0,-109000.0,112000.0,0.0,483000.0,1181000.0,-20000.0,-423000.0,0.0,-451000.0,-336000.0,0.0,8000.0,-159000.0,-603000.0,0.0,127000.0,784000.0,0.0,1715000.0,0.0,616000.0,3159000.0,16669000.0,195000.0,0.0,738000.0,1174000.0,0.0,21935000.0,1910000.0,0.0,2516000.0,4458000.0,788000.0,8810000.0,0.0,0.0,14102000.0,397000.0,7625000.0,-1470000.0,1281000.0,22000.0,7833000.0,7833000.0,5407000.0,5012000.0,395000.0,0.0,0.0,91000.0,5103000.0,304000.0,-53000.0,304000.0,-53000.0,251000.0,-36000.0,0.0,287000.0,0.0,287000.0
114,CTAS,884981.0,360093.0,98345.0,-94918.0,12276.0,-150267.0,-54534.0,1067862.0,-276719.0,55501.0,-7807.0,-235638.0,-220764.0,0.0,312500.0,-14112.0,-873305.0,-998.0,-42079.0,96645.0,0.0,917595.0,1118722.0,0.0,2236280.0,192346.0,1430685.0,2842441.0,494595.0,240315.0,0.0,7436662.0,226020.0,312264.0,0.0,1127733.0,2537507.0,768701.0,0.0,0.0,4433941.0,840328.0,6691236.0,-4756771.0,227928.0,-39152.0,3002721.0,-334315.0,6892303.0,3763715.0,3128588.0,0.0,1980644.0,0.0,5744359.0,1147944.0,-45545.0,1147944.0,-101736.0,1102399.0,219764.0,0.0,882635.0,2346.0,884981.0
115,CSCO,110000.0,1960000.0,2252000.0,-269000.0,1709000.0,-244000.0,30000.0,13666000.0,-834000.0,19091000.0,-13000.0,15324000.0,-5968000.0,0.0,-8000000.0,-169000.0,-31764000.0,0.0,-2774000.0,8934000.0,37614000.0,10503000.0,1846000.0,2940000.0,61837000.0,1096000.0,3006000.0,31706000.0,2552000.0,8587000.0,3219000.0,108784000.0,2063000.0,5248000.0,16738000.0,27035000.0,20393000.0,18152000.0,0.0,0.0,65580000.0,42820000.0,1233000.0,-849000.0,0.0,-849000.0,43204000.0,8946000.0,49330000.0,18655000.0,30675000.0,6332000.0,11345000.0,0.0,36553000.0,12777000.0,262000.0,12777000.0,-943000.0,13039000.0,12929000.0,0.0,110000.0,0.0,110000.0
116,C,18045000.0,3754000.0,6775000.0,0.0,0.0,0.0,11847000.0,36952000.0,-3774000.0,-7392000.0,-38025000.0,-73118000.0,-5020000.0,0.0,11908000.0,53348000.0,44528000.0,-773000.0,7589000.0,11345000.0,407936000.0,35450000.0,99000.0,39508000.0,750455000.0,358607000.0,0.0,22046000.0,5220000.0,781055000.0,27685000.0,1917383000.0,1013170000.0,25381000.0,92369000.0,1457541000.0,206618000.0,56150000.0,0.0,854000.0,1720309000.0,31000.0,151347000.0,-81540000.0,107922000.0,-37170000.0,177760000.0,151078000.0,65500000.0,0.0,65500000.0,0.0,32216000.0,9839000.0,42055000.0,23445000.0,0.0,0.0,0.0,23445000.0,5357000.0,854000.0,18088000.0,-8000.0,16672000.0
117,CFG,1721000.0,300000.0,471000.0,0.0,0.0,0.0,-914000.0,1767000.0,-232000.0,428000.0,-42000.0,-7077000.0,-485000.0,0.0,2796000.0,4486000.0,6352000.0,0.0,1042000.0,1081000.0,148000.0,0.0,34000.0,4313000.0,5893000.0,26167000.0,791000.0,6923000.0,1104000.0,119640000.0,0.0,160518000.0,119575000.0,0.0,0.0,122676000.0,14433000.0,2592000.0,0.0,0.0,139701000.0,6000.0,5385000.0,-4229000.0,18815000.0,-1096000.0,19977000.0,12171000.0,5802000.0,0.0,5802000.0,0.0,3064000.0,366000.0,3430000.0,2372000.0,-243000.0,0.0,0.0,2183000.0,462000.0,0.0,1721000.0,0.0,1692000.0
118,CTXS,575667.0,141896.0,210285.0,18703.0,76303.0,-8239.0,475.0,1035345.0,-69354.0,456875.0,-3202.0,132180.0,-46799.0,0.0,-278660.0,0.0,-1658041.0,-5848.0,-496364.0,618766.0,583615.0,688420.0,21905.0,764.0,2086901.0,585219.0,243396.0,1802670.0,167187.0,250676.0,136998.0,5136049.0,75551.0,1155445.0,1389652.0,2911140.0,741825.0,931565.0,0.0,0.0,4584530.0,310.0,4169019.0,-9022310.0,5404500.0,-8154.0,551519.0,-1418338.0,2973903.0,386744.0,2587159.0,439984.0,1389577.0,0.0,2279218.0,694685.0,-65230.0,694685.0,-80162.0,629455.0,53788.0,0.0,575667.0,0.0,575667.0
119,CLX,823000.0,155000.0,73000.0,-24000.0,-47000.0,-21000.0,3000.0,974000.0,-194000.0,0.0,16000.0,-859000.0,-450000.0,0.0,277000.0,0.0,-399000.0,-3000.0,-287000.0,131000.0,0.0,600000.0,506000.0,7000.0,1311000.0,55000.0,996000.0,1602000.0,929000.0,167000.0,0.0,5060000.0,507000.0,0.0,249000.0,1200000.0,2284000.0,850000.0,0.0,0.0,4334000.0,159000.0,2797000.0,-3205000.0,975000.0,-547000.0,726000.0,-1805000.0,6124000.0,3449000.0,2675000.0,132000.0,1407000.0,7000.0,4995000.0,1129000.0,-75000.0,1129000.0,-85000.0,1054000.0,231000.0,0.0,823000.0,0.0,823000.0
120,CME,1962200.0,248700.0,180200.0,-65500.0,32300.0,0.0,-112500.0,2440800.0,-116700.0,22500.0,0.0,-1889600.0,-2149900.0,0.0,1119400.0,-26000.0,-1080000.0,0.0,-528800.0,1374500.0,72900.0,553300.0,0.0,39886000.0,41886700.0,1031600.0,448700.0,10805300.0,22675400.0,628000.0,0.0,77475700.0,116000.0,0.0,40582400.0,41272600.0,3826800.0,6411000.0,0.0,46800.0,51510400.0,3600.0,4855300.0,5300.0,21054300.0,5300.0,25918500.0,-7562200.0,4309400.0,0.0,4309400.0,0.0,1183100.0,205300.0,1637100.0,2672300.0,105500.0,2672300.0,-157700.0,2777800.0,814100.0,46800.0,1963700.0,0.0,1962200.0
121,CMS,657000.0,781000.0,8000.0,15000.0,22000.0,14000.0,54000.0,1703000.0,-2074000.0,146000.0,-146000.0,-2606000.0,-405000.0,0.0,763000.0,475000.0,874000.0,0.0,-29000.0,153000.0,0.0,1227000.0,650000.0,58000.0,2468000.0,69000.0,18126000.0,0.0,0.0,3866000.0,0.0,24529000.0,733000.0,974000.0,306000.0,2624000.0,10615000.0,6429000.0,1743000.0,37000.0,19737000.0,3000.0,-271000.0,-65000.0,5088000.0,-65000.0,4755000.0,4755000.0,6873000.0,4475000.0,2398000.0,0.0,-90000.0,303000.0,5621000.0,1252000.0,-478000.0,1252000.0,-461000.0,774000.0,115000.0,37000.0,659000.0,0.0,657000.0
