,index,Net Income,Depreciation,Adjustments To Net Income,Changes In Accounts Receivables,Changes In Liabilities,Changes In Inventories,Changes In Other Operating Activities,Total Cash Flow From Operating Activities,Capital Expenditure,Investments,Other Cash flows from Investing Activities,Total Cash Flows From Investing Activities,Dividends Paid,Sale Purchase of Stock,Net Borrowings,Other Cash Flows from Financing Activities,Total Cash Flows From Financing Activities,Effect Of Exchange Rate Changes,Change In Cash and Cash Equivalents,Cash And Cash Equivalents,Short Term Investments,Net Receivables,Inventory,Other Current Assets,Total Current Assets,Long Term Investments,"Property, plant and equipment",Goodwill,Intangible Assets,Other Assets,Deferred Long Term Asset Charges,Total Assets,Accounts Payable,Short/Current Long Term Debt,Other Current Liabilities,Total Current Liabilities,Long Term Debt,Other Liabilities,Deferred Long Term Liability Charges,Minority Interest,Total Liabilities,Common Stock,Retained Earnings,Treasury Stock,Capital Surplus,Other Stockholder Equity,Total stockholders' equity,Net Tangible Assets,Total Revenue,Cost of Revenue,Gross Profit,Research Development,Selling General and Administrative,Others,Total Operating Expenses,Operating Income or Loss,Total Other Income/Expenses Net,Earnings Before Interest and Taxes,Interest Expense,Income Before Tax,Income Tax Expense,Minority Interest,Net Income From Continuing Ops,Discontinued Operations,Net Income Applicable To Common Shares
19,ALGN,144020.0,18004.0,55146.0,-40775.0,49429.0,-3563.0,8806.0,237997.0,-53451.0,-112956.0,46.0,-166361.0,0.0,0.0,0.0,10396.0,-100786.0,-3007.0,-32157.0,167714.0,359581.0,158550.0,19465.0,2436.0,732010.0,151370.0,136473.0,61074.0,18088.0,59618.0,51416.0,1158633.0,34354.0,0.0,134837.0,271672.0,0.0,39035.0,0.0,0.0,310707.0,8.0,27391.0,-980.0,821507.0,-980.0,847926.0,768764.0,845486.0,205376.0,640110.0,61237.0,390239.0,0.0,656852.0,188634.0,-2533.0,188634.0,0.0,186101.0,42081.0,0.0,144020.0,0.0,144020.0
20,ALLE,153900.0,38800.0,91400.0,-13500.0,-14700.0,-5800.0,-7500.0,257000.0,-35200.0,12300.0,-4500.0,-533800.0,-38300.0,0.0,278300.0,-26000.0,195000.0,-9000.0,-90800.0,199700.0,0.0,313900.0,204100.0,17400.0,735100.0,14200.0,224800.0,714100.0,372400.0,202400.0,91900.0,2263000.0,175100.0,65600.0,25300.0,447100.0,1458700.0,327500.0,0.0,4100.0,2233300.0,1000.0,232400.0,-232200.0,24400.0,-232200.0,25600.0,-1060900.0,2068100.0,1181200.0,886900.0,0.0,491100.0,0.0,1672300.0,395800.0,-186500.0,395800.0,-52900.0,209300.0,54600.0,4100.0,154700.0,-400.0,153900.0
21,AGN,3915200.0,5568300.0,-3903500.0,-1034300.0,142500.0,-226200.0,-66400.0,4606100.0,-454900.0,858700.0,33804200.0,-37120900.0,-208100.0,0.0,25003500.0,-540900.0,33367300.0,-6500.0,846000.0,1096000.0,9300.0,2139200.0,757500.0,4275800.0,8579100.0,112200.0,1531300.0,46465200.0,67836200.0,11059300.0,49500.0,135583300.0,215900.0,2396500.0,2330900.0,8292000.0,40133900.0,10568100.0,0.0,-2100.0,58994000.0,0.0,3647500.0,-494100.0,68508300.0,-494100.0,71661700.0,-42639700.0,12688100.0,1469200.0,11218900.0,2067200.0,3673300.0,0.0,12653400.0,34700.0,-4582200.0,34700.0,-1193300.0,-4547500.0,-1605900.0,-2100.0,-2941600.0,6861000.0,3683200.0
22,ADS,596500.0,397600.0,691900.0,8300.0,114900.0,0.0,-175500.0,1759800.0,-191700.0,-27000.0,-10200.0,-3362600.0,-30000.0,0.0,2160300.0,492200.0,1718900.0,-25300.0,90800.0,1168000.0,0.0,706500.0,228000.0,994500.0,16250400.0,0.0,303900.0,3814100.0,1476500.0,505000.0,600.0,22349900.0,442400.0,1418700.0,1098100.0,6403100.0,10081400.0,1062400.0,0.0,167400.0,20172500.0,1100.0,3092500.0,-4064700.0,2981100.0,-137300.0,2010000.0,-3280600.0,6439700.0,4770900.0,1668800.0,0.0,138500.0,0.0,5328600.0,1111100.0,-179500.0,1111100.0,-179500.0,931600.0,326200.0,167400.0,605400.0,0.0,551500.0
23,LNT,378200.0,413700.0,112500.0,36800.0,94600.0,0.0,-147600.0,871200.0,-1034300.0,0.0,-24800.0,-919200.0,-247300.0,0.0,86200.0,6800.0,-3100.0,0.0,-51100.0,5800.0,0.0,397600.0,223500.0,199900.0,826800.0,346300.0,9519100.0,0.0,0.0,1803000.0,0.0,12495200.0,402400.0,313400.0,474900.0,1359300.0,3522200.0,3689600.0,1799700.0,200000.0,8571100.0,2300.0,2068900.0,-8900.0,1661800.0,-8900.0,3724100.0,3724100.0,3253600.0,2163600.0,1090000.0,0.0,28500.0,103700.0,2668600.0,585000.0,-133900.0,585000.0,-197300.0,451100.0,70400.0,200000.0,380700.0,-2500.0,378200.0
24,ALL,2171000.0,371000.0,728000.0,-134000.0,638000.0,0.0,-39000.0,3616000.0,-303000.0,1188000.0,0.0,742000.0,-599000.0,0.0,-20000.0,-1223000.0,-4520000.0,0.0,-162000.0,495000.0,2122000.0,5544000.0,0.0,9162000.0,17323000.0,68348000.0,1024000.0,1219000.0,3861000.0,12881000.0,0.0,104656000.0,24711000.0,-1000.0,12227000.0,36937000.0,5124000.0,42570000.0,0.0,0.0,84631000.0,9000.0,39413000.0,-24388000.0,3245000.0,-768000.0,18279000.0,17060000.0,35653000.0,27962000.0,7691000.0,0.0,4081000.0,0.0,32043000.0,3610000.0,-328000.0,3610000.0,-292000.0,3282000.0,1111000.0,0.0,2171000.0,0.0,2055000.0
25,GOOGL,16348000.0,5024000.0,5609000.0,-2094000.0,246000.0,0.0,1618000.0,26572000.0,-9950000.0,-13635000.0,75000.0,-23711000.0,0.0,0.0,-23000.0,-2422000.0,-4225000.0,-434000.0,-1798000.0,15409000.0,56517000.0,13459000.0,491000.0,1590000.0,90114000.0,5183000.0,29016000.0,15869000.0,3847000.0,3432000.0,251000.0,147461000.0,1931000.0,1000000.0,4327000.0,19310000.0,1995000.0,5825000.0,0.0,0.0,27130000.0,32982000.0,89223000.0,-1874000.0,0.0,-1874000.0,120331000.0,100615000.0,74989000.0,28164000.0,46825000.0,12282000.0,15183000.0,0.0,55629000.0,19360000.0,291000.0,19360000.0,-104000.0,19651000.0,3303000.0,0.0,16348000.0,0.0,16348000.0
26,GOOG,16348000.0,5024000.0,5609000.0,-2094000.0,246000.0,0.0,1618000.0,26572000.0,-9950000.0,-13635000.0,75000.0,-23711000.0,0.0,0.0,-23000.0,-2422000.0,-4225000.0,-434000.0,-1798000.0,15409000.0,56517000.0,13459000.0,491000.0,1590000.0,90114000.0,5183000.0,29016000.0,15869000.0,3847000.0,3432000.0,251000.0,147461000.0,1931000.0,1000000.0,4327000.0,19310000.0,1995000.0,5825000.0,0.0,0.0,27130000.0,32982000.0,89223000.0,-1874000.0,0.0,-1874000.0,120331000.0,100615000.0,74989000.0,28164000.0,46825000.0,12282000.0,15183000.0,0.0,55629000.0,19360000.0,291000.0,19360000.0,-104000.0,19651000.0,3303000.0,0.0,16348000.0,0.0,16348000.0
27,MO,5241000.0,225000.0,119000.0,3000.0,26000.0,-33000.0,274000.0,5843000.0,-229000.0,-1578000.0,-140000.0,-15000.0,-4179000.0,0.0,-1793000.0,-254000.0,-6780000.0,0.0,-952000.0,2369000.0,0.0,124000.0,2031000.0,387000.0,4911000.0,5483000.0,1982000.0,5285000.0,12028000.0,531000.0,0.0,31459000.0,400000.0,4000.0,4832000.0,7070000.0,12843000.0,8636000.0,0.0,30000.0,28549000.0,935000.0,27257000.0,-31125000.0,5813000.0,-3280000.0,2880000.0,-14433000.0,18854000.0,7837000.0,11017000.0,0.0,2353000.0,41000.0,10231000.0,8623000.0,-545000.0,8623000.0,-821000.0,8078000.0,2835000.0,30000.0,5243000.0,0.0,5231000.0
28,AMZN,596000.0,5646000.0,2605000.0,-1755000.0,5586000.0,-2187000.0,913000.0,12039000.0,-5387000.0,-1066000.0,798000.0,-6450000.0,0.0,0.0,-3882000.0,0.0,-3882000.0,-374000.0,1333000.0,15890000.0,3918000.0,5654000.0,10243000.0,0.0,35705000.0,16000.0,21838000.0,3759000.0,992000.0,2437000.0,0.0,64747000.0,20397000.0,238000.0,5118000.0,33887000.0,8227000.0,3301000.0,0.0,0.0,51363000.0,5000.0,2545000.0,-2560000.0,13394000.0,-723000.0,13384000.0,8633000.0,107006000.0,71651000.0,35355000.0,12540000.0,20411000.0,171000.0,104773000.0,2233000.0,-687000.0,2233000.0,-459000.0,1546000.0,950000.0,0.0,596000.0,0.0,596000.0
29,AMCR,680300.0,344600.0,80000.0,-86000.0,43600.0,-17400.0,-57000.0,1002300.0,-323000.0,800.0,1800.0,-335300.0,-472300.0,0.0,383100.0,-9300.0,-473300.0,-1400.0,192300.0,704900.0,0.0,1385700.0,1213900.0,25700.0,3413000.0,483700.0,2566700.0,1556000.0,273500.0,254200.0,77900.0,8547100.0,2345700.0,157800.0,316000.0,3674400.0,2567100.0,713100.0,15800.0,120800.0,6960100.0,1716900.0,452100.0,-702800.0,0.0,-666500.0,1466200.0,-363300.0,9611800.0,7679600.0,1932200.0,62900.0,943800.0,-90700.0,8595600.0,1016200.0,-120300.0,1016200.0,-186400.0,895900.0,188000.0,120800.0,707900.0,0.0,680300.0
30,AEE,630000.0,874000.0,373000.0,83000.0,-2000.0,-14000.0,87000.0,2031000.0,-1969000.0,0.0,-7000.0,-1976000.0,-402000.0,0.0,664000.0,-30000.0,232000.0,0.0,287000.0,292000.0,0.0,725000.0,538000.0,362000.0,1917000.0,0.0,18799000.0,411000.0,0.0,2513000.0,0.0,23640000.0,777000.0,395000.0,526000.0,2093000.0,6880000.0,7579000.0,1382000.0,142000.0,16552000.0,2000.0,1331000.0,-3000.0,5616000.0,-3000.0,6946000.0,6535000.0,5885000.0,3288000.0,2597000.0,0.0,-56000.0,473000.0,4557000.0,1328000.0,-380000.0,1328000.0,-355000.0,948000.0,363000.0,142000.0,585000.0,51000.0,630000.0
31,AAL,7610000.0,1609000.0,-2784000.0,352000.0,-627000.0,0.0,89000.0,6249000.0,-6151000.0,443000.0,79000.0,-5594000.0,-278000.0,0.0,2856000.0,9000.0,-1259000.0,0.0,-604000.0,390000.0,5864000.0,1425000.0,863000.0,695000.0,9985000.0,0.0,26443000.0,4091000.0,2249000.0,5647000.0,2477000.0,48415000.0,1563000.0,2231000.0,6272000.0,13605000.0,18330000.0,10845000.0,0.0,0.0,42780000.0,6000.0,-1230000.0,-4732000.0,11591000.0,-4732000.0,5635000.0,-705000.0,40990000.0,26574000.0,14416000.0,0.0,1394000.0,4374000.0,33706000.0,7284000.0,-2668000.0,7284000.0,-880000.0,4616000.0,-2994000.0,0.0,7610000.0,0.0,7610000.0
32,AEP,2047100.0,1822300.0,710100.0,200200.0,16500.0,-38600.0,-75800.0,4818500.0,-4605300.0,0.0,581500.0,-4023800.0,-1055400.0,0.0,393700.0,-209300.0,-789400.0,0.0,5300.0,176400.0,115800.0,1640500.0,1339400.0,627900.0,4072400.0,741500.0,46133200.0,52500.0,1800.0,10681700.0,0.0,61683100.0,1418000.0,1831800.0,2726000.0,7108500.0,17740900.0,18681500.0,6317800.0,13200.0,43778200.0,3324000.0,8398300.0,-127100.0,6296500.0,-127100.0,17891700.0,17837400.0,16453200.0,10137400.0,6315800.0,0.0,-43200.0,972600.0,13119700.0,3333500.0,-645300.0,3333500.0,-873900.0,2688200.0,919600.0,13200.0,1768600.0,283700.0,2047100.0
33,AXP,5163000.0,1043000.0,2729000.0,0.0,794000.0,0.0,977000.0,10706000.0,-1383000.0,390000.0,-120000.0,-8193000.0,-1172000.0,0.0,-7928000.0,10878000.0,-1763000.0,-276000.0,474000.0,22721000.0,41000.0,105494000.0,0.0,16320000.0,144858000.0,4397000.0,4108000.0,2749000.0,796000.0,4276000.0,2231000.0,161184000.0,66819000.0,0.0,3247000.0,79622000.0,48032000.0,12828000.0,0.0,0.0,140511000.0,194000.0,9665000.0,-2534000.0,13348000.0,-2534000.0,20673000.0,17128000.0,30747000.0,8014000.0,22733000.0,0.0,8305000.0,6200000.0,22519000.0,8228000.0,-290000.0,0.0,0.0,7938000.0,2775000.0,0.0,5163000.0,0.0,5063000.0
34,AIG,2196000.0,4629000.0,179000.0,-70000.0,0.0,0.0,-4605000.0,2877000.0,0.0,13550000.0,-52000.0,8462000.0,-1028000.0,0.0,-2938000.0,3228000.0,-11429000.0,-39000.0,-129000.0,1629000.0,10132000.0,11451000.0,0.0,24515000.0,47727000.0,287995000.0,0.0,0.0,11115000.0,150005000.0,20394000.0,496842000.0,0.0,0.0,23338000.0,23338000.0,29249000.0,354045000.0,845000.0,552000.0,406632000.0,4766000.0,30943000.0,-27561000.0,81510000.0,2537000.0,89658000.0,89658000.0,58239000.0,40312000.0,17927000.0,0.0,12178000.0,0.0,52490000.0,5749000.0,-2468000.0,5749000.0,-1281000.0,3281000.0,1059000.0,552000.0,2222000.0,-90000.0,2196000.0
